date,sub_region_2,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-06-19,Floyd County,93,108,,,64,107
2020-06-19,Fountain County,,119,,,68,
2020-06-19,Franklin County,,,,,73,
2020-06-19,Fulton County,111,,,90,73,
2020-06-19,Gibson County,103,116,,117,79,103
2020-06-19,Grant County,99,106,,100,79,104
2020-06-19,Greene County,106,95,,,74,
2020-06-19,Hamilton County,98,109,,,55,112
2020-06-19,Hancock County,101,133,,106,64,107
2020-06-19,Harrison County,108,109,,,72,106
2020-06-19,Hendricks County,100,112,,124,64,109
2020-06-19,Henry County,104,111,,110,73,105
2020-06-19,Howard County,98,106,,,69,105
2020-06-19,Huntington County,104,113,,,75,104
2020-06-19,Jackson County,121,78,,110,71,104
2020-06-19,Jasper County,106,110,,121,74,104
2020-06-19,Jay County,92,105,,,76,
2020-06-19,Jefferson County,106,110,,,77,105
2020-06-19,Jennings County,98,113,,,74,104
2020-06-19,Johnson County,100,122,,122,65,108
2020-06-19,Knox County,102,123,,,82,103
2020-06-19,Kosciusko County,109,111,,,76,106
2020-06-19,LaGrange County,111,130,,123,88,104
2020-06-19,Lake County,104,107,193,110,68,107
2020-06-19,LaPorte County,116,116,,131,77,104
2020-06-19,Lawrence County,104,108,,,74,105
2020-06-19,Madison County,106,100,,94,72,104
2020-06-19,Marion County,87,100,168,83,64,107
2020-06-19,Marshall County,112,119,,106,76,105
2020-06-19,Martin County,,,,,80,
2020-06-19,Miami County,110,106,,,73,103
2020-06-19,Monroe County,85,103,,78,58,111
2020-06-19,Montgomery County,107,107,,,72,106
2020-06-19,Morgan County,107,116,,,70,106
2020-06-19,Newton County,,,,,74,
2020-06-19,Noble County,104,116,,,81,104
2020-06-19,Ohio County,,,,,68,
2020-06-19,Orange County,,,,,76,
2020-06-19,Owen County,,,,,70,
2020-06-19,Parke County,,,,,76,
2020-06-19,Perry County,67,,,,68,
2020-06-19,Pike County,,,,,80,
2020-06-19,Porter County,104,109,,120,70,107
2020-06-19,Posey County,,,,,76,
2020-06-19,Pulaski County,,,,,77,
2020-06-19,Putnam County,106,,,,71,104
2020-06-19,Randolph County,,,,,78,
2020-06-19,Ripley County,104,115,,,71,
2020-06-19,Rush County,,,,,76,
2020-06-19,Scott County,108,113,,,80,
2020-06-19,Shelby County,96,110,,112,70,104
2020-06-19,Spencer County,,,,,78,
2020-06-19,St. Joseph County,96,106,264,90,71,107
2020-06-19,Starke County,,126,,,79,
2020-06-19,Steuben County,124,142,,119,82,104
2020-06-19,Sullivan County,,,,,81,
2020-06-19,Switzerland County,,,,,72,
2020-06-19,Tippecanoe County,84,103,,95,63,110
2020-06-19,Tipton County,,,,,70,
2020-06-19,Union County,,,,,76,
2020-06-19,Vanderburgh County,96,111,,72,73,106
2020-06-19,Vermillion County,,,,126,75,
2020-06-19,Vigo County,99,107,,123,69,105
2020-06-19,Wabash County,100,113,,,74,
2020-06-19,Warren County,,,,,74,
2020-06-19,Warrick County,103,105,,,71,107
2020-06-19,Washington County,111,115,,,74,
2020-06-19,Wayne County,99,106,,122,74,104
2020-06-19,Wells County,103,108,,,73,
2020-06-19,White County,121,,,,72,
2020-06-19,Whitley County,106,108,,,72,106
2020-06-20,,98,117,412,120,91,99
2020-06-20,Adams County,97,,,,95,
2020-06-20,Allen County,85,112,329,107,91,99
2020-06-20,Bartholomew County,104,122,,,92,99
2020-06-20,Boone County,110,118,,122,95,
2020-06-20,Brown County,,,,,100,
2020-06-20,Carroll County,,,,,92,
2020-06-20,Cass County,95,123,,,78,
2020-06-20,Clark County,93,123,,134,90,100
2020-06-20,Clay County,125,115,,126,94,
2020-06-20,Clinton County,103,114,,,92,
2020-06-20,Crawford County,,,,120,,
2020-06-20,Daviess County,103,,,,92,
2020-06-20,Dearborn County,107,121,,,90,
2020-06-20,Decatur County,95,126,,131,94,
2020-06-20,DeKalb County,101,,,,105,
2020-06-20,Delaware County,85,111,,163,91,98
2020-06-20,Dubois County,91,117,,,80,
2020-06-20,Elkhart County,106,117,,143,109,96
2020-06-20,Fayette County,115,,,,84,
2020-06-20,Floyd County,92,114,,,88,100
2020-06-20,Franklin County,,,,,95,
2020-06-20,Fulton County,118,,,,85,
2020-06-20,Gibson County,103,129,,117,104,
2020-06-20,Grant County,106,122,,121,95,97
2020-06-20,Greene County,109,,,,96,
2020-06-20,Hamilton County,93,114,,,94,101
2020-06-20,Hancock County,98,154,,111,95,98
2020-06-20,Harrison County,106,132,,,92,
2020-06-20,Hendricks County,96,119,,118,95,100
2020-06-20,Henry County,105,119,,118,96,
2020-06-20,Howard County,96,124,,,83,98
2020-06-20,Huntington County,112,121,,,94,
2020-06-20,Jackson County,133,82,,,92,
2020-06-20,Jasper County,110,140,,146,101,
2020-06-20,Jay County,90,,,,101,
2020-06-20,Jefferson County,114,125,,,97,
2020-06-20,Jennings County,115,131,,,88,
2020-06-20,Johnson County,92,125,,130,95,99
2020-06-20,Knox County,105,138,,,101,
2020-06-20,Kosciusko County,121,127,,,98,97
2020-06-20,LaGrange County,125,,,139,134,
2020-06-20,Lake County,106,122,197,117,89,101
2020-06-20,LaPorte County,128,139,,160,93,99
2020-06-20,Lawrence County,107,116,,,94,
2020-06-20,Madison County,117,115,,102,91,98
2020-06-20,Marion County,84,106,248,92,88,99
2020-06-20,Marshall County,132,131,,141,108,
2020-06-20,Miami County,,119,,,88,
2020-06-20,Monroe County,83,111,,85,90,102
2020-06-20,Montgomery County,125,120,,,92,
2020-06-20,Morgan County,106,132,,,96,98
2020-06-20,Newton County,,,,,97,
2020-06-20,Noble County,124,143,,,113,
2020-06-20,Orange County,105,,,,77,
2020-06-20,Owen County,,,,,94,
2020-06-20,Perry County,79,,,,84,
2020-06-20,Porter County,104,122,,143,91,100
2020-06-20,Posey County,,,,,98,
2020-06-20,Putnam County,117,,,,95,
2020-06-20,Randolph County,,,,,94,
2020-06-20,Ripley County,107,135,,,99,
2020-06-20,Rush County,,,,,86,
2020-06-20,Scott County,113,121,,,101,
2020-06-20,Shelby County,96,122,,109,92,
2020-06-20,Spencer County,,,,,98,
2020-06-20,St. Joseph County,93,111,,100,93,99
2020-06-20,Starke County,,139,,,90,
2020-06-20,Steuben County,133,,,135,109,
2020-06-20,Sullivan County,,,,,94,
2020-06-20,Tippecanoe County,84,112,,140,87,101
2020-06-20,Tipton County,,,,,94,
2020-06-20,Vanderburgh County,85,110,,,92,100
2020-06-20,Vermillion County,,,,,88,
2020-06-20,Vigo County,97,111,,158,89,99
2020-06-20,Wabash County,121,137,,,90,
2020-06-20,Warrick County,100,122,,,97,
2020-06-20,Washington County,120,118,,,102,
2020-06-20,Wayne County,94,115,,129,90,99
2020-06-20,Wells County,112,,,,89,
2020-06-20,White County,145,,,,99,
2020-06-20,Whitley County,124,,,,90,
2020-06-21,,97,109,267,108,90,100
2020-06-21,Adams County,99,,,,88,
2020-06-21,Allen County,93,110,281,103,89,99
2020-06-21,Bartholomew County,102,106,,152,93,101
2020-06-21,Boone County,102,101,,113,90,
2020-06-21,Brown County,,,,,90,
2020-06-21,Carroll County,,,,,91,
2020-06-21,Cass County,87,113,,,89,
2020-06-21,Clark County,93,110,198,128,89,101
2020-06-21,Clay County,,,,115,101,
2020-06-21,Clinton County,98,112,,,95,
2020-06-21,Daviess County,97,,,,94,
2020-06-21,Dearborn County,105,110,,,86,
2020-06-21,Decatur County,101,,,110,87,
2020-06-21,DeKalb County,101,,,,94,
2020-06-21,Delaware County,87,104,,146,89,99
2020-06-21,Dubois County,93,105,,,103,
2020-06-21,Elkhart County,110,112,,145,94,99
2020-06-21,Fayette County,117,,,,83,
2020-06-21,Floyd County,91,99,,,89,101
2020-06-21,Franklin County,,,,,94,
2020-06-21,Fulton County,,,,,95,
2020-06-21,Gibson County,97,,,126,103,
2020-06-21,Grant County,104,116,,111,93,99
2020-06-21,Greene County,,,,,97,
2020-06-21,Hamilton County,92,97,,,93,101
2020-06-21,Hancock County,95,137,,110,89,
2020-06-21,Harrison County,100,120,,,90,
2020-06-21,Hendricks County,97,103,,114,90,100
2020-06-21,Henry County,108,123,,105,96,
2020-06-21,Howard County,102,114,,,86,99
2020-06-21,Huntington County,109,,,,91,
2020-06-21,Jackson County,126,71,,,81,
2020-06-21,Jasper County,113,138,,131,99,
2020-06-21,Jay County,,,,,94,
2020-06-21,Jefferson County,102,112,,,89,
2020-06-21,Jennings County,,,,,88,
2020-06-21,Johnson County,95,106,,111,90,100
2020-06-21,Knox County,106,125,,,104,
2020-06-21,Kosciusko County,124,121,,,93,98
2020-06-21,LaGrange County,,,,116,86,
2020-06-21,Lake County,103,114,193,110,86,100
2020-06-21,LaPorte County,128,133,,132,94,99
2020-06-21,Lawrence County,101,105,,,96,
2020-06-21,Madison County,110,109,,91,85,99
2020-06-21,Marion County,85,99,180,78,85,101
2020-06-21,Marshall County,121,128,,121,107,
2020-06-21,Miami County,,114,,,90,
2020-06-21,Monroe County,83,92,,66,87,103
2020-06-21,Montgomery County,112,118,,,90,
2020-06-21,Morgan County,105,126,,,90,
2020-06-21,Noble County,116,138,,,100,
2020-06-21,Orange County,,,,,76,
2020-06-21,Owen County,,,,,95,
2020-06-21,Perry County,,,,,90,
2020-06-21,Porter County,110,116,,125,93,100
2020-06-21,Posey County,,,,,96,
2020-06-21,Putnam County,109,,,,95,
2020-06-21,Randolph County,,,,,98,
2020-06-21,Ripley County,,,,,96,
2020-06-21,Rush County,,,,,91,
2020-06-21,Scott County,116,,,,95,
2020-06-21,Shelby County,98,109,,117,87,
2020-06-21,Spencer County,,,,,102,
2020-06-21,St. Joseph County,97,108,303,97,94,99
2020-06-21,Starke County,,,,,92,
2020-06-21,Steuben County,132,,,134,94,
2020-06-21,Sullivan County,,,,,100,
2020-06-21,Tippecanoe County,79,98,198,107,89,101
2020-06-21,Vanderburgh County,93,104,148,,93,101
2020-06-21,Vigo County,103,107,,137,83,100
2020-06-21,Wabash County,109,124,,,93,
2020-06-21,Warrick County,98,100,,,96,
2020-06-21,Washington County,,,,,100,
2020-06-21,Wayne County,103,109,,110,88,100
2020-06-21,Wells County,,,,,91,
2020-06-21,White County,,,,,96,
2020-06-21,Whitley County,113,122,,,91,
2020-06-22,,100,101,213,101,70,108
2020-06-22,Adams County,100,99,,,86,105
2020-06-22,Allen County,101,106,264,100,70,107
2020-06-22,Bartholomew County,100,105,,161,64,110
2020-06-22,Benton County,,,,,73,
2020-06-22,Blackford County,,,,,78,
2020-06-22,Boone County,102,99,,110,63,112
2020-06-22,Brown County,,,,,76,
2020-06-22,Carroll County,,,,,81,
2020-06-22,Cass County,93,110,,,77,105
2020-06-22,Clark County,101,111,211,120,70,108
2020-06-22,Clay County,,91,,119,73,
2020-06-22,Clinton County,97,98,,,80,106
2020-06-22,Crawford County,,,,105,81,
2020-06-22,Daviess County,103,122,,,84,105
2020-06-22,Dearborn County,104,107,,,70,108
2020-06-22,Decatur County,104,117,,117,72,107
2020-06-22,DeKalb County,107,116,,,78,105
2020-06-22,Delaware County,95,105,,132,66,107
2020-06-22,Dubois County,95,103,,,78,108
2020-06-22,Elkhart County,109,104,,124,81,104
2020-06-22,Fayette County,,105,,,76,
2020-06-22,Floyd County,95,101,,,64,109
2020-06-22,Fountain County,,,,,73,
2020-06-22,Franklin County,,,,,70,
2020-06-22,Fulton County,,,,,75,
2020-06-22,Gibson County,107,114,,112,81,106
2020-06-22,Grant County,105,105,,96,77,105
2020-06-22,Greene County,,89,,,74,
2020-06-22,Hamilton County,97,96,227,,53,114
2020-06-22,Hancock County,101,119,,110,64,110
2020-06-22,Harrison County,99,104,,,74,108
2020-06-22,Hendricks County,102,109,,117,63,111
2020-06-22,Henry County,108,106,,100,73,106
2020-06-22,Howard County,103,103,,,68,106
2020-06-22,Huntington County,106,115,,,80,104
2020-06-22,Jackson County,127,74,,,75,106
2020-06-22,Jasper County,104,109,,115,75,105
2020-06-22,Jay County,94,109,,,77,
2020-06-22,Jefferson County,109,108,,,81,105
2020-06-22,Jennings County,,103,,,78,105
2020-06-22,Johnson County,106,109,,115,65,109
2020-06-22,Knox County,106,121,,,80,105
2020-06-22,Kosciusko County,114,107,,,76,106
2020-06-22,LaGrange County,,,,125,90,103
2020-06-22,Lake County,102,96,128,101,68,109
2020-06-22,LaPorte County,116,110,,124,78,105
2020-06-22,Lawrence County,108,101,,,77,107
2020-06-22,Madison County,111,100,,91,70,107
2020-06-22,Marion County,90,95,156,77,63,109
2020-06-22,Marshall County,113,110,,105,77,107
2020-06-22,Martin County,,,,,83,
2020-06-22,Miami County,,104,,,75,105
2020-06-22,Monroe County,84,95,,70,56,113
2020-06-22,Montgomery County,109,105,,,77,105
2020-06-22,Morgan County,101,111,,,70,107
2020-06-22,Newton County,,,,,77,
2020-06-22,Noble County,108,118,,,86,104
2020-06-22,Ohio County,,,,,75,
2020-06-22,Orange County,,,,,81,
2020-06-22,Owen County,,,,,71,
2020-06-22,Parke County,,,,,81,
2020-06-22,Perry County,,,,,76,
2020-06-22,Pike County,,,,,75,
2020-06-22,Porter County,102,96,253,106,70,108
2020-06-22,Posey County,,,,,76,
2020-06-22,Pulaski County,,,,,83,
2020-06-22,Putnam County,102,87,,,74,106
2020-06-22,Randolph County,,,,,81,
2020-06-22,Ripley County,101,102,,,75,
2020-06-22,Rush County,,,,,79,
2020-06-22,Scott County,110,107,,,79,
2020-06-22,Shelby County,100,113,,123,73,106
2020-06-22,Spencer County,,,,,85,
2020-06-22,St. Joseph County,103,104,200,86,71,108
2020-06-22,Starke County,,107,,,86,
2020-06-22,Steuben County,126,129,,106,83,105
2020-06-22,Sullivan County,,,,,81,
2020-06-22,Switzerland County,,,,,71,
2020-06-22,Tippecanoe County,84,100,,81,64,111
2020-06-22,Tipton County,,,,,76,
2020-06-22,Union County,,,,,83,
2020-06-22,Vanderburgh County,97,104,,64,73,106
2020-06-22,Vermillion County,,,,134,76,
2020-06-22,Vigo County,99,103,,121,68,106
2020-06-22,Wabash County,104,106,,,79,
2020-06-22,Warren County,,,,,84,
2020-06-22,Warrick County,99,93,,,70,109
2020-06-22,Washington County,,110,,,79,107
2020-06-22,Wayne County,105,103,,121,75,107
2020-06-22,Wells County,,99,,,78,105
2020-06-22,White County,119,,,,79,
2020-06-22,Whitley County,106,98,,,76,106
2020-06-23,,102,107,259,103,70,107
2020-06-23,Adams County,104,,,,84,105
2020-06-23,Allen County,101,108,259,94,70,108
2020-06-23,Bartholomew County,103,107,,128,65,110
2020-06-23,Benton County,,,,,74,
2020-06-23,Blackford County,,,,,74,
2020-06-23,Boone County,106,102,,105,63,113
2020-06-23,Brown County,,,,,74,
2020-06-23,Carroll County,,,,,80,
2020-06-23,Cass County,94,116,,,75,106
2020-06-23,Clark County,106,114,,104,71,109
2020-06-23,Clay County,115,98,,111,72,
2020-06-23,Clinton County,98,110,,,76,106
2020-06-23,Crawford County,,,,96,83,
2020-06-23,Daviess County,105,121,,,84,105
2020-06-23,Dearborn County,107,109,,,71,107
2020-06-23,Decatur County,99,116,,107,74,107
2020-06-23,DeKalb County,99,,,,79,106
2020-06-23,Delaware County,97,108,,127,68,107
2020-06-23,Dubois County,98,101,,,77,108
2020-06-23,Elkhart County,111,106,,117,81,105
2020-06-23,Fayette County,,116,,,74,
2020-06-23,Floyd County,97,105,,,64,110
2020-06-23,Fountain County,,,,,78,
2020-06-23,Franklin County,,106,,,71,
2020-06-23,Fulton County,,,,,79,
2020-06-23,Gibson County,104,113,,115,81,105
2020-06-23,Grant County,107,104,,107,77,106
2020-06-23,Greene County,,98,,,75,106
2020-06-23,Hamilton County,102,104,280,,54,114
2020-06-23,Hancock County,106,128,,110,63,111
2020-06-23,Harrison County,106,106,,,75,109
2020-06-23,Hendricks County,106,112,,110,63,111
2020-06-23,Henry County,103,111,,104,73,106
2020-06-23,Howard County,104,108,,,70,106
2020-06-23,Huntington County,106,113,,,79,105
2020-06-23,Jackson County,125,77,,102,74,106
2020-06-23,Jasper County,103,111,,120,76,105
2020-06-23,Jay County,98,102,,,77,
2020-06-23,Jefferson County,104,110,,,77,107
2020-06-23,Jennings County,,114,,,78,105
2020-06-23,Johnson County,108,119,,119,65,109
2020-06-23,Knox County,106,119,,,82,103
2020-06-23,Kosciusko County,111,110,,,77,108
2020-06-23,LaGrange County,141,129,,114,88,105
2020-06-23,Lake County,111,105,189,102,68,108
2020-06-23,LaPorte County,120,118,,126,77,105
2020-06-23,Lawrence County,113,103,,,76,107
2020-06-23,Madison County,112,105,,87,72,106
2020-06-23,Marion County,94,103,172,82,64,108
2020-06-23,Marshall County,115,123,,108,78,106
2020-06-23,Martin County,,,,,80,
2020-06-23,Miami County,,107,,,77,105
2020-06-23,Monroe County,87,97,,76,56,112
2020-06-23,Montgomery County,107,104,,93,75,105
2020-06-23,Morgan County,105,112,,,70,106
2020-06-23,Newton County,,,,,81,
2020-06-23,Noble County,107,114,,,81,107
2020-06-23,Ohio County,,,,,75,
2020-06-23,Orange County,,,,,77,
2020-06-23,Owen County,,,,,75,
2020-06-23,Parke County,,,,,80,
2020-06-23,Perry County,,,,,75,
2020-06-23,Pike County,,,,,80,
2020-06-23,Porter County,110,106,,111,71,108
2020-06-23,Posey County,,,,,76,
2020-06-23,Pulaski County,,,,,79,
2020-06-23,Putnam County,110,,,,73,106
2020-06-23,Randolph County,,,,,82,
2020-06-23,Ripley County,99,101,,,76,
2020-06-23,Rush County,,,,,77,
2020-06-23,Scott County,109,111,,,81,
2020-06-23,Shelby County,99,106,,123,73,106
2020-06-23,Spencer County,,,,,79,
2020-06-23,St. Joseph County,104,109,,92,71,107
2020-06-23,Starke County,,112,,,83,
2020-06-23,Steuben County,118,130,,112,84,106
2020-06-23,Sullivan County,,,,,81,
2020-06-23,Switzerland County,,,,,74,
2020-06-23,Tippecanoe County,88,104,,87,64,111
2020-06-23,Tipton County,,,,,72,
2020-06-23,Union County,,,,,80,
2020-06-23,Vanderburgh County,100,112,,69,74,106
2020-06-23,Vermillion County,,,,120,78,
2020-06-23,Vigo County,105,112,,130,69,106
2020-06-23,Wabash County,102,103,,,77,105
2020-06-23,Warren County,,,,,78,
2020-06-23,Warrick County,105,107,,,70,108
2020-06-23,Washington County,,98,,,77,108
2020-06-23,Wayne County,107,110,,117,75,105
2020-06-23,Wells County,,,,,78,106
2020-06-23,White County,,,,,76,
2020-06-23,Whitley County,113,107,,,74,107
2020-06-24,,104,106,278,103,71,107
2020-06-24,Adams County,101,102,,,86,103
2020-06-24,Allen County,103,106,,99,72,107
2020-06-24,Bartholomew County,102,107,,130,67,109
2020-06-24,Benton County,,,,,74,
2020-06-24,Blackford County,,,,,78,
2020-06-24,Boone County,104,103,,107,65,111
2020-06-24,Brown County,,,,,78,
2020-06-24,Carroll County,,,,,78,
2020-06-24,Cass County,100,111,,,79,104
2020-06-24,Clark County,107,116,,109,72,107
2020-06-24,Clay County,113,91,,109,75,
2020-06-24,Clinton County,100,101,,,79,106
2020-06-24,Crawford County,,,,112,82,
2020-06-24,Daviess County,101,132,,,85,103
2020-06-24,Dearborn County,104,116,,,73,106
2020-06-24,Decatur County,95,119,,110,76,103
2020-06-24,DeKalb County,104,,,,81,105
2020-06-24,Delaware County,96,106,,135,68,106
2020-06-24,Dubois County,96,100,,,79,107
2020-06-24,Elkhart County,109,107,,118,83,105
2020-06-24,Fayette County,116,100,,,76,
2020-06-24,Floyd County,100,104,,,66,109
2020-06-24,Fountain County,,,,,75,
2020-06-24,Franklin County,,108,,,74,
2020-06-24,Fulton County,,,,,80,
2020-06-24,Gibson County,106,,,108,80,104
2020-06-24,Grant County,110,103,,98,79,104
2020-06-24,Greene County,,98,,,76,106
2020-06-24,Hamilton County,102,105,323,,56,114
2020-06-24,Hancock County,103,132,,113,68,109
2020-06-24,Harrison County,109,104,,,78,107
2020-06-24,Hendricks County,107,109,,109,65,111
2020-06-24,Henry County,106,113,,103,75,105
2020-06-24,Howard County,109,110,,,71,105
2020-06-24,Huntington County,105,103,,,80,104
2020-06-24,Jackson County,130,80,,111,75,105
2020-06-24,Jasper County,110,111,,118,78,104
2020-06-24,Jay County,96,,,,79,
2020-06-24,Jefferson County,110,109,,,80,104
2020-06-24,Jennings County,,110,,,82,102
2020-06-24,Johnson County,109,119,,120,67,108
2020-06-24,Knox County,114,121,,,82,102
2020-06-24,Kosciusko County,114,108,,,78,107
2020-06-24,LaGrange County,,143,,120,89,105
2020-06-24,Lake County,112,104,197,103,71,108
2020-06-24,LaPorte County,124,116,,134,80,104
2020-06-24,Lawrence County,111,113,,,78,105
2020-06-24,Madison County,113,104,,90,73,105
2020-06-24,Marion County,94,101,184,82,65,108
2020-06-24,Marshall County,113,118,,108,77,107
2020-06-24,Martin County,,,,,80,
2020-06-24,Miami County,,108,,,78,104
2020-06-24,Monroe County,86,97,,74,57,112
2020-06-24,Montgomery County,107,119,,,80,105
2020-06-24,Morgan County,109,119,,,72,105
2020-06-24,Newton County,,,,,79,
2020-06-24,Noble County,112,121,,,82,105
2020-06-24,Ohio County,,,,,75,
2020-06-24,Orange County,,,,,80,
2020-06-24,Owen County,,,,,74,
2020-06-24,Parke County,,,,,85,
2020-06-24,Perry County,,,,,75,
2020-06-24,Pike County,,,,,79,
2020-06-24,Porter County,107,107,,109,72,107
2020-06-24,Posey County,,,,,78,
2020-06-24,Pulaski County,,,,,79,
2020-06-24,Putnam County,104,,,,74,105
2020-06-24,Randolph County,,,,,80,
2020-06-24,Ripley County,99,106,,,74,
2020-06-24,Rush County,,,,,79,
2020-06-24,Scott County,105,110,,,81,
2020-06-24,Shelby County,100,105,,110,75,105
2020-06-24,Spencer County,,,,,81,
2020-06-24,St. Joseph County,106,106,,92,72,107
2020-06-24,Starke County,,113,,,85,
2020-06-24,Steuben County,123,,,108,83,105
2020-06-24,Sullivan County,,,,,80,
2020-06-24,Switzerland County,,,,,72,
2020-06-24,Tippecanoe County,90,105,,88,64,110
2020-06-24,Tipton County,,,,,74,
