geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26
county,Elkhart County,driving,,Indiana,United States,100,100.96,100.25,102.11,118.71,88.31,71.38,96.49,101.87,100.55,104.95,121.03,105.71,73.32,97.58,103.08,102.39,108,125.84,114.65,70.11,97.85,103.91,106.28,99.5,114.95,107.97,71.06,101.71,106.9,107.63,104.73,129.12,115.01,86.08,109.23,108.44,110.41,117.5,131.78,121.82,81.46,105.18,108.93,97.64,106.53,133.59,127.75,83.09,105.65,118.22,117.79,121.85,143.88,129.71,90.32,111.34,118.01,115.01,111.23,120.41,104.18,72.21,95.04,93.21,87.93,84.91,94.21,69.19,46.08,72.85,70.48,63.67,65.6,71.59,52.91,41.39,64.59,64.97,68.57,71.38,80.78,54.94,48.89,68.07,72.4,77.98,76.22,76.19,66.25,39.66,70.86,75.32,75.93,85.31,78.26,76.84,59.31,90.78,91.24,90.71,91.45,104.25,76.77,64.32,93.21,96.4,90.88,98.45,117.54,100.92,75.18,104.64,106.78,111.29,123.32,129.8,117.47,75.22,,,131.63,124.13,148.67,138.67,88.89,130.13,138.16,144.1,150.08,171.41,144.78,118.47,109.85,150.39,150.5,152.82,178.27,159.36,108.55,145.09,157.9,151.88,168.29,190.4,168.11,123.68,159.57,160.4,163.3,182.66,198.39,183.03,133.28,165.33,174.43,174.11,180.83,201.59,187.37,122.69,163.58,169.92,177.52,192.55,207.86,197.07,140.77,167.98,176.05,179.97,188.17,179.46,140.26,130.56,171.35,176.04,178.72,188.39,202.53,192.39,133.9,175.2,180.85,183.5,184.67,214.21,195.45,128.05,172.56,178.91,180.16,189.7,211.97,188.1,134.98,167.39,180.02,177.91,185.06,205.96,176.89,127.27,177.29,183.8,190.91,192.65,221.36,198.18,143.51,167.89,178.8,181.21,184.65,215.47,186.23,132.18,168.11,171.38,174.96,179.52,205.73,180.94,130.41,161.96,169.23,174.49,178.63,203.19,175.62,128.61,162.4,167.95,174.71,184.05,209.56,176.17,129.21,126.08,163.37,166.3,174.4,199.58,179.23,126.67,160.72,171.07,168.09,171.93,201.18,177.97,122.82,152.34,160.59,162.6,169.06,192.21,175.67,115.15,145.06,156.71,149.14,150.55,173.24,162.93,102.07,140.09,149.74,150.34,159.76,178.52,167.43,112.01,136.21,144.62,153.29,145.81,178.11,155.31,99.7,131.59,139.73,141.89,152.28,168.72,147.28,100.77,134.38
county,Floyd County,driving,,Indiana,United States,100,94.46,102,99.63,108.63,107.32,80.03,92.66,93.57,96.58,99.33,111.22,104.49,73.12,85.57,91.83,92.68,93.41,125.39,109.71,75.28,88.87,93.35,94.44,96.14,98.59,103.13,72.46,97.57,103.78,107.16,111.73,132.6,125.47,96.49,96.87,98.36,99.59,99.8,132.68,122.53,82.11,91.9,101.9,102.25,102.96,122.46,126.97,87.7,93.97,101.16,109.27,109,126.77,138.6,99.39,97.17,101.71,103.44,90.99,109.47,90.35,64.9,75.57,74.08,67.31,62.56,75.57,57.87,42.03,61.65,56.28,53.66,61.34,62.52,52.08,43.23,58.46,54.89,56.73,57.04,68.17,52.14,39.88,58.85,62.23,62.88,65.68,73.32,58.6,34.61,60.39,65.1,70.3,71.98,75.87,69.59,49.8,76.76,73.91,78.06,70.17,87.83,67.86,53.98,79.83,85.59,73.9,86.43,99.21,88.09,62.05,93,85.94,92.75,97.56,98.45,95.85,68.12,,,99.46,113.59,119.16,110.48,82.31,111.93,115.84,116.58,124.51,138.8,112.14,92.18,89.65,120.79,125.34,127.85,136.99,124.14,97.1,123.48,128.62,124.48,131.13,145.47,130.64,105.21,130.36,130.61,131.08,143.14,159.16,153.59,116.9,135.72,139.4,140.13,149.4,158.67,163.32,104.07,133.12,135.62,145.49,150.61,173.38,161.88,115.68,136.14,136.09,154.05,163.48,150.19,121.56,104.78,133.39,140.96,139.29,155.44,169.14,154.17,112.29,135.72,141.58,141.17,143.12,162.69,152.86,114.06,129.17,137.36,129.57,136.73,156.44,167.18,116.82,130.63,139.15,140.74,128.61,151.12,135.78,106.34,130.67,141.17,139.37,146.34,168.43,169.77,124.32,128.79,135.43,133.62,136.83,155.51,156.91,116.14,131.01,127.23,141.15,139.59,157.99,151.77,107.96,130.96,125.84,128.07,135.55,147.65,154.1,107.53,119.9,126.24,122.61,139.39,172.78,141.33,114.43,101.13,129.41,135.03,143.88,163.45,166.84,108.73,131.84,133.38,135.56,140.26,167,164.38,110.44,126.75,125.33,120.22,138.83,156.34,154.72,110.36,113.37,118.05,127.42,130.33,155.99,162.16,100.82,123.56,120.08,118.52,131.6,151.11,142.4,99.48,114.15,119.9,124.22,126.8,150.94,153.32,101.98,132.51,118.42,128.93,134.97,149.29,152.63,94.96,109.54
county,Fountain County,driving,,Indiana,United States,100,88.74,96.72,95.01,101.57,99.43,78.12,104.56,101.85,81.61,84.89,113.61,103.21,86.81,91.23,93.44,81.97,90.02,110.69,116.54,82.18,92.73,88.31,82.54,78.83,105.06,114.11,92.52,108.84,110.26,82.39,83.82,111.05,110.91,100.78,106.27,102.57,89.74,99.22,127.51,125.16,94.58,88.38,90.45,79.26,97.93,135.21,149.96,131.5,95.15,105.99,96.01,108.7,141.98,138.85,119.39,99.71,99.71,99.86,111.62,117.32,103.71,87.03,93.8,77.19,85.39,81.11,82.82,71.06,57.16,73.34,66.57,66.93,65.57,63.08,64.79,47.11,73.2,73.56,74.13,78.76,84.96,68,61.44,77.48,78.05,72.63,75.41,83.11,105.35,54.74,71.56,85.17,77.62,82.61,79.62,96.08,81.18,85.82,87.1,98.79,76.84,109.76,91.73,73.27,83.46,82.97,78.12,101.28,119.67,150.32,86.96,100.93,97.65,102.35,118.6,119.74,137.42,84.25,,,114.26,116.04,140.41,151.46,108.98,124.73,134.71,137.06,151.82,233.71,201,197.01,163.01,150.11,138.63,152.32,199.86,209.76,150.11,150.04,139.56,140.56,155.24,178.26,217.61,171.63,167.71,139.13,150.75,166.57,210.62,214.47,200.64,172.56,156.95,165.79,172.27,212.12,235.99,163.86,164.93,161.72,170.42,185.53,229.01,237.06,197.08,164.08,174.2,187.6,218.96,244.9,196.51,199.71,173.7,179.33,173.63,178.76,234.85,236.85,186.6,167.78,169.07,172.42,200,210.48,235.5,187.1,157.66,144.55,162.94,170.14,220.96,219.39,194.51,162.08,180.04,180.33,167.43,212.05,203.28,176.12,181.75,206.2,224.73,203.99,257.66,259.8,210.26,180.47,179.33,181.18,174.13,232.43,244.83,199,164.86,173.7,178.9,199.14,231.43,297.65,219.67,151.96,157.52,143.19,151.53,199.86,212.33,168.35,155.6,162.87,152.1,173.63,231.43,245.76,182.97,168.64,150.39,145.69,162.87,198.86,286.53,165.65,149.75,148.9,157.8,178.97,204.35,235.64,183.32,154.95,163.15,150.75,170.28,198.22,243.76,162.08,135.21,163.22,142.98,144.62,194.16,215.68,150.04,142.91,145.05,132.36,172.06,200.78,209.48,174.63,140.27,133.36,148.75,139.84,184.46,179.69,150.46,124.52,119.96,119.46,146.4,173.13,164.29,232.93,123.81
county,Franklin County,driving,,Indiana,United States,100,104.83,103.7,107.09,128.34,140.42,103.06,103.86,102.33,112.24,112.4,124.64,144.04,105.48,93.72,109.1,112.56,122.46,126.65,139.37,103.46,99.28,109.18,107.57,96.14,128.66,131.96,117.07,105.07,102.82,103.78,105.88,135.43,159.98,127.13,128.34,108.62,109.98,118.12,154.99,179.95,120.45,112,109.98,111.92,111.35,150.72,156.68,124.8,106.44,118.36,132.69,126.89,160.87,172.79,147.1,131.48,127.46,114.09,110.71,134.62,135.67,96.78,97.26,98.71,99.84,79.15,108.29,92.67,71.01,74.07,61.92,73.11,82.77,82.61,74.88,70.77,82.13,84.94,81.96,90.74,108.78,119.48,73.59,90.26,85.27,109.42,85.35,106.68,101.13,67.39,80.43,99.6,87.28,93.16,103.7,111.76,91.06,89.29,99.52,136.96,99.76,141.47,122.3,85.19,126.73,112.32,107.97,102.66,148.71,199.84,106.84,127.62,122.71,128.9,163.29,143.48,176.17,117.31,,,168.28,148.87,172.3,191.95,151.45,135.99,142.35,155.07,179.63,221.66,314.33,304.99,258.37,184.78,162.4,193.88,223.35,306.92,256.44,195.65,197.26,199.84,186.47,258.13,402.74,371.26,235.75,213.93,185.35,219.89,282.85,359.74,320.21,213.37,209.9,241.87,215.54,294.12,417.95,242.27,210.95,224.56,249.84,247.67,316.75,303.22,248.23,215.62,200.56,263.85,280.35,391.87,410.14,310.55,225.76,214.65,229.63,230.84,298.15,395.25,275.12,241.22,233.9,245.33,210.63,269.97,389.13,332.45,224.07,206.76,199.52,226.73,281.24,383.82,315.62,188.41,211.51,231.16,191.71,246.86,271.98,231.96,191.63,176.65,228.58,220.53,280.35,373.83,305.56,179.31,184.94,215.46,205.8,253.78,352.82,269.57,186.8,176.65,202.25,220.21,265.94,330.35,260.31,163.29,167.47,188.57,176.65,222.06,296.62,255.31,183.09,160.95,193.56,185.67,280.19,347.58,317.47,270.29,190.98,189.13,181.72,232.85,285.51,195.09,173.83,160.47,181.4,194.69,232.85,301.93,214.98,154.91,157.73,166.83,165.06,277.29,290.26,225.93,159.58,161.92,205.64,212.16,286.71,320.29,200.16,186.23,191.22,218.92,224.07,318.12,361.35,249.19,183.41,191.47,222.46,208.21,296.7,356.04,240.26,166.26,173.11,190.26,211.03,263.85,323.27,192.75,185.43
county,Fulton County,driving,,Indiana,United States,100,104.79,99.55,99.87,116.3,104.08,83.89,94.18,97.15,97.09,102.98,121.41,114.42,84.67,94.63,93.92,93.01,101.23,134.35,115.59,86.87,111.9,97.28,84.41,85.96,117.92,127.04,94.11,102.33,109.51,107.57,92.37,131.05,138.23,104.2,108.86,102.33,104.72,118.43,141.79,148.84,102.33,108.28,101.68,95.15,114.94,149.61,151.88,115.78,114.29,117.34,118.24,119.53,161.38,164.29,136.16,102.33,114.81,105.5,114.68,139.33,114.94,100.52,92.56,101.42,81.69,85.25,101.42,86.68,60.48,70.5,80.21,81.05,66.95,70.89,61.45,53.62,65.91,62.68,72.38,82.79,101.16,67.4,56.21,78.65,67.72,76.58,79.82,99.03,71.93,49.61,76.46,91.33,81.31,80.85,86.03,89.84,71.02,94.24,84.48,94.76,105.37,117.21,91.53,78.27,98.45,91.72,91.4,90.56,128.46,114.68,88.1,104.79,108.93,114.42,114.62,131.37,144.18,89.46,,,126.58,123.8,151.03,145.99,105.82,122.9,129.37,149.94,141.59,199.03,198.12,167.34,143.66,152.01,145.92,145.8,179.3,181.63,134.73,137.06,147.61,144.95,167.14,213.45,221.86,160.54,165.91,154.27,153.62,174.19,207.44,205.63,176.52,160.16,160.67,168.18,168.95,225.29,236.42,172.9,173.74,176.97,184.35,219.53,240.75,234.99,206.34,180.92,183.96,200,240.88,277.88,213.84,247.28,189.46,200.84,192.11,197.22,237.32,251.81,191.66,176.91,175.74,182.92,187.84,247.87,253.3,194.57,161.9,184.48,186.55,170.18,242.37,271.93,214.49,161.64,176.84,196.57,175.42,235.9,210.74,187.71,162.42,171.6,168.76,183.44,231.37,242.11,194.95,175.68,172.25,162.74,183.38,232.6,224.58,180.72,181.18,157.7,164.75,180.53,229.3,247.61,176.33,169.15,162.55,159.83,163.52,212.42,219.08,175.1,186.87,183.44,181.24,197.28,268.43,245.86,199.16,201.1,164.75,149.35,175.68,219.92,218.89,171.54,193.73,193.53,188.81,205.89,246.38,248.71,191.46,176.78,167.59,169.21,181.44,232.15,250.71,173.74,153.1,156.21,156.27,175.61,229.43,224.45,153.3,152.33,166.3,153.04,184.15,223.61,236.61,169.73,146.31,137.9,152.26,164.94,201.81,194.37,155.37,147.8,142.56,150.58,157.31,190.43,206.08,137.52,126.97
county,Gibson County,driving,,Indiana,United States,100,113.65,108.13,124.03,130.41,113.26,80.53,102.57,102.14,103.21,114.37,131.05,152.3,91.3,103.96,107.06,111.09,114.76,129.88,139.14,88.13,103.92,105.42,98.65,114.62,140.61,131.69,95.08,107.31,116.93,107.31,128.95,157.29,151.52,103.49,113.55,110.41,117.22,115.72,143.28,154.94,108.41,111.37,117.86,114.12,129.55,143.42,154.94,107.91,113.76,116.36,121.82,124.42,152.23,147.49,104.74,108.34,114.8,118.75,109.34,130.41,113.26,85.92,108.81,97.11,87.49,83.96,101,83.89,50.09,66.45,70.48,61.71,63.28,73.08,61.43,49.98,75.04,72.23,68.24,66.84,78.57,63.42,46.24,68.48,74.19,73.55,76.65,71.12,68.16,40.32,70.84,73.9,82.92,79.32,84.99,81.43,58.43,82.89,89.73,84.78,78.72,104.67,76.01,67.09,95.04,92.41,91.05,102.42,122.53,119.36,76.9,111.3,94.4,117.11,121.28,121.32,135.72,90.52,,,114.47,129.91,134.69,114.8,95.15,127.38,135.65,130.73,140.78,165.45,141.5,112.83,117.93,134.72,134.3,146.49,155.08,145.85,111.02,166.1,164.56,174.62,149.45,203.21,183.96,125.06,156.11,156.19,154.01,165.56,193.8,165.53,149.48,157.54,167.42,174.51,169.16,207.7,190.98,126.56,162.89,157.43,171.73,188.34,210.27,189.95,147.52,156.68,161.14,163.39,181.53,186.84,139.86,147.06,170.66,177.18,171.73,177.5,199.07,180.32,139.61,171.76,176.43,169.7,168.59,204.35,193.9,144.99,163.57,166.45,156.26,176.76,210.05,200.14,153.44,159.75,177.01,161.85,168.77,186.84,178.15,154.15,149.2,168.16,172.66,178.93,211.44,197.04,133.51,166.1,174.3,171.09,170.45,194.62,198.5,136.58,160.46,158.36,168.52,169.48,202.32,188.7,133.69,153.16,144.96,151.66,158.22,179.64,182.96,124.71,150.09,156.22,153.4,188.56,209.8,185.17,139.86,150.66,157.25,158.18,171.66,193.58,178.72,131.55,154.97,161.71,161.6,177.65,201.78,194.76,129.48,149.73,149.38,154.33,162.6,192.09,193.9,124.74,132.91,136.79,144.24,144.81,179.86,171.59,117.54,139.61,138.82,141.64,153.65,178.22,177.9,121.5,136.43,139.25,154.65,145.13,170.2,172.26,124.1,132.16,139.25,145.6,151.52,176.11,156.97,114.94,113.4
county,Grant County,driving,,Indiana,United States,100,103.11,99.04,106.41,130.09,107.37,84.45,96.93,95.24,98.19,106.15,128.78,129.01,81.79,94.34,100.57,109.3,98.35,130.59,132.26,88.21,101.37,103.66,100.59,95.26,124.97,130.67,93.79,110.37,110.81,103.02,103.5,149.44,153.43,103.56,112.08,108.19,111.81,113.1,144.72,145.8,99.84,104.14,107.23,94.59,109.4,149.46,128.4,93.18,99.1,113.19,110.71,120.09,140.47,150.41,102.01,109.32,104.59,109.92,111.89,123.41,99.51,88.82,86.82,96.62,82.77,79.87,85.94,67.66,49.07,62.46,67.46,57.36,62.12,63.73,51,40.68,66.09,66.53,67.59,70.83,76.42,56.51,47.19,69.05,67.84,67.79,71.81,76.77,61.49,42.09,69.08,71.65,77.06,80.07,76.03,76.52,57.05,82.31,79.51,83.89,78.47,93.97,75.72,58.96,89.14,91.47,84.88,95.34,103.32,90.94,85.71,98.15,86.51,99.51,108.18,109.76,101.64,70.78,,,109.37,108.49,121.22,120.03,89.88,107.16,112.61,125.72,129.86,148.48,130.89,105.22,103.09,128.2,132.82,135.02,147.06,143.77,105.9,126.78,130.1,134.34,143.8,163.6,151.08,114.29,133.63,125.26,137.51,150.77,170.95,153.58,144.49,141.73,142.41,152.73,156.72,185.63,188.39,134.42,139.39,145.91,147.33,162.08,192.67,181.54,142.81,144.44,148.99,160.61,173.46,178.66,133.96,148.02,152.34,148.94,146.91,171.57,212.84,201.8,144.83,152.68,152.68,155.12,163.69,205.87,188.52,135.87,151.42,143.43,152.96,169.06,200.16,189.93,154.92,140.32,154.15,159.11,162.15,195.96,167.69,137.79,155.56,143.17,147.16,154.48,198.02,182.96,131.74,136.35,138.7,144.8,158.03,203.01,203.6,169.57,162.43,155.2,155.3,216.19,210.19,197.61,155.77,144.8,150.05,147.83,158.18,192.25,198.59,145.55,148.72,158.86,155.36,168.35,223.14,216.01,156.46,135.91,156.57,150.28,161.72,198.72,227.99,163.96,142.14,152.45,155.76,160.35,203.61,206.97,142.99,143.98,145.63,166.91,167.72,235.84,279.86,165.86,131.46,139.85,145.67,161.4,198.72,199.26,127.78,134.25,146.01,142.17,163,202.37,206.7,150.77,134.17,142.58,142.4,152.63,198.53,197.51,127.13,137.62,144.05,138.95,150.29,169.24,170.39,120.32,127.63
county,Greene County,driving,,Indiana,United States,100,101.01,103.79,107.59,125.59,115.6,80.4,105.02,98.5,100.96,100.32,122.92,127.99,91.29,90.33,91.99,95.14,106.57,122.92,121.1,89.16,94.6,100.69,103.85,100.16,131.84,138.89,94.18,105.88,110.47,102.19,101.98,127.62,144.55,106.89,104.27,112.87,101.92,104.22,138.62,158.6,109.51,95.99,104.59,101.55,117.25,140.01,151.66,108.87,108.81,114.16,110.2,119.76,150.8,151.34,118.43,105.56,116.88,109.29,97.22,126.23,111.7,87.07,97.6,89.21,79.54,80.56,92.95,86.97,54.7,84.72,73.24,73.4,80.18,79.49,62.13,57.59,70.51,69.28,67.84,73.13,82.53,73.13,59.51,70.03,80.5,79.17,79.59,83.17,83.07,47.01,85.47,84.88,78.42,77.67,99.31,98.29,76.82,93.96,82.8,95.99,95.73,115.65,93.59,79.49,98.66,88.73,89.42,96.26,117.63,124.2,81.57,106.89,100.85,117.57,119.76,128.47,123.66,82.37,,,124.89,130.18,142.25,130.93,107.85,135.36,120.83,124.47,144.44,173.77,165.54,140.71,133.87,152.35,136.65,145.78,174.63,174.31,136.38,144.07,148.56,143.7,155.88,174.04,182.64,152.4,140.92,138.51,139.21,168.8,172.7,187.39,154.01,158.44,149.41,155.24,165.28,198.4,184.35,143.91,165.38,176.6,188.09,177.46,213.68,215.44,165.71,157.1,158.87,170.41,218.11,200.11,174.09,170.46,170.46,156.46,153.21,170.57,227.67,215.12,159.46,158.65,159.51,168.38,164.37,213.68,231.78,162.61,157.96,150.85,177.72,175.64,220.51,228.1,169.23,148.08,163.41,154.91,158.97,185.95,176.87,149.57,161.43,159.29,164.58,170.78,204.86,209.67,164.58,155.66,145.89,155.98,162.61,178.31,192.57,145.35,173.5,153.79,184.78,175,211.27,217.41,158.12,156.89,159.24,156.46,191.4,292.68,401.5,202.72,147.01,154.43,146.58,155.82,221.05,217.2,173.24,152.99,155.4,144.12,180.45,213.3,205.82,152.56,147.22,158.39,159.51,168.75,193.86,213.73,139.42,142.15,156.57,146.47,149.04,196.85,212.71,149.84,148.24,145.51,142.25,134.67,169.02,201.12,142.84,136,135.31,135.52,144.76,187.34,216.72,153.74,137.34,133.39,129.11,146.15,183.87,189.53,159.94,128.42,131.2,130.45,143.06,162.45,180.29,132.96,120.35
county,Hamilton County,driving,,Indiana,United States,100,104.58,107.61,109.01,123.92,120.7,87.09,106.7,102.66,104.46,106.11,122.4,123.9,85.15,97.64,102.12,104.13,104.87,128.46,133.54,85.91,97.01,102.05,100.42,104.15,119.61,125.65,87.9,101.28,107.76,103.34,105.74,128.6,129.16,98.34,109.58,108.21,112.9,121.7,136.25,147.92,95.13,99.96,110.14,103.1,110.81,137.15,145.14,98.55,107.73,118.42,117.3,123.5,137.89,148.14,98.84,105.32,110.42,110.88,105.16,113.75,89.47,68.41,81.4,74.55,65.91,64.31,72.75,57.88,42.29,59.89,62.1,55.32,55.35,59.52,50.8,43.16,59.24,59.92,60.59,65.23,73.93,57.97,46.76,66.41,69.44,70.87,70.98,82.13,70.45,39.5,64.89,69.15,70.05,76.13,74.34,79.04,58.3,80.81,82.09,86.12,76.9,102.71,80.37,63.81,89.03,90.15,82.02,87.42,111.86,100.23,73.92,101.67,93.6,103.82,113.35,117.16,113.05,77.64,,,118.25,116.47,131.62,128.06,91.47,119.15,120,133.85,142.69,163.45,130.55,106.5,106.03,145.4,143.34,142.03,164.08,153.4,115.34,144.53,153.84,142.76,151.78,178.02,164.47,123.6,152.72,153.72,155.31,170.06,187.55,165.52,135.13,162.54,165.74,172.95,181.71,203.28,187.07,123.78,158.14,168.26,174.33,183.94,206.53,188.31,149.14,159.31,167.21,187.07,196.51,181.57,141.17,132.75,169.18,175.85,183.11,195.99,213.66,206.69,155.67,163.77,173.46,181.06,186.84,212.6,207.35,147.49,165.77,165.78,168.32,190,218.91,211.01,154.1,156.24,178.76,181.24,170.53,198.35,179.61,143.72,159.46,171.22,169.77,175.47,197.6,192.44,141.25,148.38,162.98,164.68,166.95,191.95,194.51,138.2,151.86,154.26,161.52,165.39,191.06,188.09,129.36,141.53,149.47,151.4,155.54,176.12,176.57,127.19,138.27,148.54,149.22,161.13,183.12,176.72,130.2,115.46,147.81,150.85,156.23,182.17,187.87,132.02,140.69,148.41,154.79,158.4,186.86,188.74,130.23,139.51,143.8,148.4,154.63,182.08,194.66,132.65,127.83,138.18,133.64,144.86,165.9,171.4,111.86,131.03,135.27,141.68,144.63,170.26,172.03,120.33,126.65,132.34,136.03,132.29,164.31,161.89,112.3,115.23,126.13,127.85,147.12,153.33,159.34,108.77,119.51
county,Hamilton County,walking,,Indiana,United States,100,116.35,109.9,111.28,132.11,146.44,93.15,116.75,106.81,109.78,110.37,135.55,148.81,91.88,96.48,112.71,105.54,116.43,143.11,149.33,109.58,107.96,107.28,97.66,94.06,127.04,150.71,86.98,103.52,119.91,99.33,116.9,147.31,148.06,118.53,120.11,115.76,116.63,122.72,143.07,185.35,115.16,102.69,118.57,118.69,106.77,137.53,182.94,127.36,112.67,127.2,137.17,144.34,151.82,205.42,137.73,112.11,122.01,131.31,121.62,149.29,119.56,96.36,97.43,115.4,79.81,87.13,99.13,73.59,61.56,91.73,92.4,118.25,97.98,81.67,75.73,76.41,106.1,100.99,99.68,125.1,123.71,100.2,85.51,127.63,138.88,128.07,111.84,121.42,116.55,61.36,89.43,96.16,89.51,104.51,88.24,133.33,96.6,134.96,121.65,139.59,91.05,169.52,121.42,96.52,146.79,156.97,106.53,115.08,176.41,158,121.77,175.22,132.07,173,169.68,173.2,173.59,107.84,158.63,138.99,209.7,207.92,219.24,234.2,163.86,203.92,201.82,227.83,259.86,281.67,221.02,175.81,194.7,269.24,247.59,237.09,282.78,259.9,202.93,246.79,257.96,237.41,250.83,270.59,256.25,190.97,243.55,237.61,239.35,282.22,308.51,278.98,214.92,262.55,267.22,279.3,284.48,310.41,282.66,183.65,257.36,284.76,287.69,305.66,333.14,269.4,242.16,244.34,269.95,300.08,309.66,280.05,244.5,196.08,260.69,278.11,285.11,302.34,337.97,322.45,239.79,264.69,287.81,280.09,287.17,335.04,308.39,208.67,255.74,252.53,253.05,308.51,343.55,304.12,224.27,224.82,276.56,281.24,245.21,291.84,261.48,221.85,241.96,285,293.82,278.35,308.55,284.01,215.48,241.21,263.1,268.96,284.6,312.07,317.93,221.62,230.17,242.99,260.06,247.59,312.75,300.16,190.18,216.35,231.91,227.43,226.33,274.78,270.47,198.93,221.34,216.39,227.91,240.82,301.43,290.42,199.25,165.99,221.46,222.84,237.77,279.97,294.5,189.07,202.69,225.49,238.08,232.66,280.72,303.21,183.45,207.28,224.82,222.53,247.82,298.54,311.05,192.08,196.12,216.55,205.46,231.43,271.77,269.04,167.42,212.71,221.97,222.64,244.06,282.42,280.09,192.08,189.83,218.29,219.6,210.77,254.75,270.86,165.2,175.97,207.44,192.83,232.58,244.1,262.11,154.28,177.71
