geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26
county,Rush County,driving,,Indiana,United States,100,92.57,106.37,97.3,113.32,96.91,101.35,100.97,98.84,99.13,99.81,116.51,110.91,76.35,95.37,104.05,102.32,108.59,124.13,110.04,84.56,104.25,98.55,99.81,94.5,107.63,109.17,87.16,102.99,110.23,96.81,90.15,119.21,139.77,90.06,101.16,108.01,117.86,121.14,146.14,119.02,87.26,99.81,114.86,107.92,109.27,134.17,137.64,92.28,93.73,123.36,137.64,112.36,142.37,150.29,101.93,98.17,102.12,112.93,103.96,108.3,95.56,86.68,86.87,84.75,80.98,84.75,99.13,78.47,59.46,81.37,74.32,68.53,85.04,64.48,58.2,48.46,65.06,75.48,74.81,72.49,78.38,68.82,53.28,72.01,77.41,80.12,96.62,89,74.9,50.87,79.25,80.5,80.41,94.69,94.4,85.91,68.82,98.07,95.27,108.88,89.67,116.22,106.85,65.06,107.24,100.29,86.87,108.88,125.77,117.37,92.57,99.32,105.02,130.31,136.29,123.84,139.48,88.32,,,121.72,124.42,133.59,126.74,98.55,132.14,125.39,137.26,134.75,156.66,141.51,137.64,147.68,168.44,137.93,133.49,153.96,151.83,124.13,140.73,160.91,155.21,154.54,182.72,184.75,154.05,161.58,148.55,154.15,188.22,214.86,208.49,152.32,170.95,164.67,173.07,174.71,197.88,204.54,135.14,166.41,152.03,179.73,175.77,222.59,188.32,134.17,163.03,173.75,201.35,189,198.94,191.31,151.45,164.86,188.13,180.21,179.83,221.14,215.35,175.19,153.96,158.4,179.15,177.32,212.64,208.11,155.98,174.81,170.56,167.08,169.4,226.25,228.09,167.18,155.41,176.06,177.99,158.59,208.98,199.13,139.67,170.75,172.88,156.56,186.97,210.62,210.04,154.92,155.02,153.96,159.75,189.58,217.18,202.9,134.17,152.51,157.14,163.51,179.92,194.02,209.75,133.11,148.75,170.85,156.66,159.94,184.07,208.3,138.22,143.92,149.42,181.95,184.27,234.75,222.39,183.49,143.73,169.02,156.95,177.03,184.36,229.92,145.66,156.56,150.58,155.02,162.84,211.29,200.48,152.51,152.7,137.93,137.93,163.9,196.43,216.12,137.45,131.56,129.44,145.37,170.56,185.91,205.5,131.95,147.59,164,152.9,173.84,207.82,218.92,157.05,125.48,147.3,139.96,154.73,216.12,229.34,128.47,132.63,145.08,145.85,158.88,186.87,190.83,132.24,147.88
county,Scott County,driving,,Indiana,United States,100,103.12,93.54,106.18,136.49,111.5,91.84,106.74,90.71,103.97,115.47,131.39,111.05,104.14,85.61,113.48,105.1,116.26,122.32,118.13,90.65,104.36,97.79,100.11,108.61,116.71,108.9,105.95,105.1,114.67,115.18,128.56,148.9,144.08,110.42,116.2,112.69,110.99,116.09,141.13,141.59,118.53,103.12,107.25,116.94,127.03,158.58,143.63,129.92,113.71,111.44,118.81,125.78,180,171.1,149.97,116.83,113.99,121.76,124.99,157.11,146.57,116.26,97.22,97.51,101.87,106.01,114.5,102.49,70.59,81.76,70.08,75.13,72.41,79.72,75.58,61.08,77.56,76.6,72.58,79.94,82.55,79.32,53.77,66.8,76.88,70.14,80.34,78.81,72.29,45.21,69.58,78.47,79.43,85.55,96.54,87.37,64.36,86.01,90.25,93.43,87.31,105.84,82.95,74.9,92.35,102.95,90.42,104.42,124.14,103.63,91.27,103.97,101.93,107.99,110.48,125.5,120.85,95.07,,,120.34,142.55,139.09,150.48,131.39,126.12,132.58,131.61,168.67,190.93,159.04,144.53,155.81,138.53,134.45,156.43,180.85,186.8,151.27,139.89,148.16,154.28,145.78,173.88,179.72,163.29,147.59,138.24,157.56,175.69,196.2,218.36,182.15,168.67,155.07,170.31,171.9,210.31,224.53,165.61,159.49,170.76,165.95,190.76,230.14,226.35,196.66,169.18,182.21,208.78,222.55,229.75,179.38,222.61,194.67,178.19,185.5,197.79,235.01,227.48,193.48,174.9,166.46,185.04,182.15,233.48,223.97,193.2,168.56,153.54,169.69,178.36,225.67,221.81,196.43,200.23,158.81,177.22,169.86,213.88,198.92,195.86,167.31,150.93,162.04,160.74,213.2,228.1,183,175.3,162.66,165.16,167.93,216.2,220.85,188.73,163.51,149.97,161.87,162.27,203.46,201.81,167.65,141.64,151.73,139.49,153.65,169.18,175.69,175.07,155.75,141.59,182.44,171.61,219.26,211.61,168.78,198.87,151.5,148.73,160.74,185.44,204.14,156.15,134.05,133.99,136.94,178.3,198.64,195.3,164.14,138.7,140.68,144.48,163.17,207.99,184.42,161.76,141.42,136.77,146.69,176.26,199.49,200.96,161.98,154.56,156.88,164.14,184.7,240.06,230.99,174.22,154.62,153.09,152.07,180.79,233.88,236.03,173.14,143,147.71,163.34,173.54,204.02,225.5,170.2,143.74
county,Shelby County,driving,,Indiana,United States,100,101.33,101.95,105.72,128.24,120.14,91.47,104.45,99.13,98.07,106.87,123.26,126.16,92.4,93.77,104.59,100.49,104.7,132.23,135.95,87.06,95.72,96.06,94.75,101.57,120.4,130.51,98.27,102.11,101.37,103.63,106.14,140.92,159.92,110.3,114.24,103.04,106.65,110.7,143.88,145.33,104.65,101.82,107.6,101.4,115.29,140.47,141.78,110.41,104.79,121.49,115.48,118.88,156.2,164.64,119.19,107.07,111.63,112.81,106.4,122.27,112.81,85.25,87.19,84.09,75.63,76.43,85.47,70.85,56.12,65.73,65.73,61.43,63.38,66.44,56.76,48.41,65.11,63.96,64.62,70.23,77.52,62.29,52.64,71.82,72.88,73.81,82.17,80.39,69.39,48.82,64.91,71.2,70.52,77.67,77.85,84.82,65.9,84.74,85.91,96.23,79.89,101.11,81.64,70.36,89.14,97.94,89.77,93.16,107.71,105.72,85.56,99.56,95.81,105.4,111.76,115.29,115.44,78.05,,,114,116.92,134.76,128.71,94.22,113.67,119.12,127.36,136.37,162.38,134.05,124.12,131.13,140.56,132.32,133.3,154.7,158.69,121.91,128.82,143.06,139.66,142.13,177.63,177.96,145.92,151.44,132.9,136.55,161.19,176.41,187.04,148.8,152.08,158.31,168.61,171.16,204.17,204.32,150.2,154.68,152.22,159.61,172.8,215.95,199.95,164.91,155.01,156.76,175.23,182.1,191.18,161.63,160.17,165.11,159.83,184.8,179.09,212.85,214.93,165.35,166.26,162.41,177.63,172.55,213.2,225.67,175.14,156.34,158.24,157.09,180.79,214.18,215.93,182.48,156.09,170.43,169.65,167.32,198.69,184.32,154.37,162.12,164.25,159.59,171.45,208.29,205.58,158.6,143.73,157.29,165.06,180.66,213.49,218.83,160.74,151.2,145.24,146.79,163.84,196.94,224.95,146.57,139.81,149.84,147.28,159.61,175.08,188.79,135.76,139.96,146.54,146.3,159.15,206.74,200.47,160.7,172.46,144.02,142.4,154.08,182.03,238.7,158.59,142.51,145.11,147.32,161.36,196.86,275.28,195.15,146.23,140.28,140.45,152.73,177.11,219.25,149.53,129.37,134.12,132.45,155.71,181.33,226.19,132.92,131.55,142.23,139.99,149.73,187.55,229.11,150.73,132.83,128.4,133.18,163.2,189.94,189.1,139.56,118.48,127,129.6,146.77,168.94,212.25,126.03,123.46
county,Spencer County,driving,,Indiana,United States,100,106.56,102.21,122.12,115.03,110.44,76.8,91,89.68,94.16,98.45,109.54,126.36,79.67,95.05,85.63,92.25,96.78,113,115.21,77.64,86.58,96.9,93.08,100.3,117.41,115.44,86.52,91.41,99.94,104.83,115.09,146.81,139.36,96.12,114.55,111.57,110.55,136.79,135.06,137.27,102.39,89.33,109.3,106.56,122.78,127.19,152.36,103.82,90.88,113.71,109,121.35,143.65,146.69,102.5,110.73,110.67,104,109.6,150.57,110.61,74.9,90.46,94.16,84.85,80.02,92.61,69.35,48.18,79.07,70.13,72.63,80.8,84.91,76.15,54.8,76.21,72.81,76.21,74.36,77.04,66.96,49.02,74.06,67.62,79.49,87.95,85.63,72.09,48.9,83.72,82.17,83.01,91,88.55,79.61,63.39,101.85,96.78,89.15,79.61,110.38,90.34,65,98.09,99.94,86.58,94.34,118.84,104.47,69.95,112.64,97.08,97.67,105.07,122.3,131.96,88.91,,,103.58,120.63,117.77,132.56,87.3,122.54,120.16,124.81,133.04,170.96,158.2,141.38,118.9,133.57,146.39,142.46,157.07,184.62,134.11,130.59,142.4,141.03,148.24,182.23,191.29,150.33,154.08,132.44,161.72,166.67,198.51,203.34,201.49,159.09,163.39,185.15,190.4,250.63,306.26,166.79,167.92,166.67,189.92,187.9,252.53,237.87,169.77,174.6,172.03,177.52,213,253.19,310.91,285.99,191.83,204.41,227.85,224.63,280.86,353.67,236.73,229.76,256.17,230.59,230.59,271.08,346.33,264.52,203.76,218.25,203.52,208.47,286.58,349.61,257.9,207.81,213.54,207.69,183.42,223.2,239.95,246.21,196.06,204.77,229.58,222.3,263.27,309.96,213.89,194.99,165.41,153.13,176.21,198.27,312.52,201.37,175.85,144.42,162.49,171.79,200.66,271.74,206.26,146.27,179.37,146.81,157.6,172.93,279.19,176.51,132.02,146.03,136.85,144.42,210.38,288.73,237.51,219.32,142.93,136.14,155.04,182.29,240.55,178.35,145.2,153.97,154.44,156.29,193.74,279.19,184.91,145.5,144.07,150.63,151.46,201.25,263.09,198.87,123.97,137.15,113.54,126.3,144.54,164.58,115.98,114.55,119.5,113.3,139.65,149.61,171.08,125.94,117.47,121.59,124.33,109.84,170.18,196.36,125.4,99.05,118.43,120.21,127.67,135.96,142.64,109.3,97.97
county,St. Joseph County,driving,,Indiana,United States,100,98.58,97.45,100.85,125.34,108.53,89.34,94.36,93.87,95.99,102.17,125.9,123.83,81.65,88.13,93.1,96.22,100.72,124.48,122.92,82.24,90.1,94.09,97.44,101.52,125.06,129.72,83.32,95.94,100.22,101.94,104.75,147.11,142.24,105.68,108.88,99.64,102.7,109.14,140.06,146.34,97.98,98.43,101.74,94.11,107.51,140.27,149.65,97.65,104.08,107.82,112.81,121.07,147.37,145.18,98.31,100.5,102.54,101.79,102.06,113.78,102.97,73.78,82.2,77.96,73.43,70.33,76.38,59.74,43.88,59.51,59.05,58.45,58.24,66.4,52.71,42.14,56.08,58.72,59.78,65.16,75.54,56.94,48.67,62.93,68.32,67.67,68.33,73.33,65.4,40.98,65.99,68.58,72.36,77.57,74.19,76.34,58.02,81.82,79.34,78.66,85.49,90.95,74.19,66.88,80.96,87.39,84.06,88.46,106.84,96.31,74.1,95.69,92.62,103,109.55,122.54,115.26,74.57,,,119.32,111.99,138.23,131.53,90.18,120.17,125.86,131.96,140.36,159.29,142.39,116.23,108.19,139.25,141.1,145.71,165.51,163.64,115.98,135.73,146.91,139.44,151.8,169.15,157.73,121.62,141.95,138.48,144.35,157.37,172.64,166.88,131.98,150.85,155.99,153.17,167.11,197.74,182.19,122.64,146.95,153.89,161.35,173.38,189.87,188.79,137.88,156.13,160.55,166.17,179.34,176.56,141.07,130.84,158.29,157.99,160.83,171.82,198.15,210.38,151.83,164.11,165.94,163.24,166.29,196.87,202.13,142.55,157.19,158.79,165.09,171.34,200.64,203.62,150.66,159.83,163.15,163.84,172.51,194.69,200.88,160.44,184.91,190,194.28,203.35,232.87,220.31,168.78,168.48,178.75,179.43,180.61,210.12,203.99,148.1,161.54,163.9,162.85,167.02,198.06,198.34,134.21,148.5,151.56,159.49,158.83,183.36,185.42,132.54,147.45,152.87,158.07,175.52,210.86,200.46,148.49,127.29,145.16,152.11,161.15,191.12,177.91,130.46,144.71,152.12,154.7,161.88,192.33,182.29,130.58,139.07,141.16,143.05,155.58,186.38,185.56,126.9,127.65,138.6,135.11,140.95,178.46,181.9,116.83,129.06,132.06,137.53,143.08,178.31,178.58,127.05,125,129.54,130.59,138.42,180.52,176.34,116.07,124.99,127.51,128.1,142.5,170.63,169.3,113.01,121.52
county,St. Joseph County,walking,,Indiana,United States,100,136.64,132.08,108.37,128.13,112.32,73.71,92.33,102.78,93.7,107.38,138.85,140.22,68.86,84.62,89.32,82.69,98.17,136.97,126.48,87.86,93.65,89.98,93.37,106.96,154.14,141.67,67.22,87.54,88.33,96,108.75,150.89,148.07,99.29,98.45,90.73,98.78,122.06,171.21,186.78,97.79,87.49,88.43,92.94,100.94,147.08,162.94,94.03,100.33,97.13,121.64,116.18,125.96,154.94,92.38,84.05,82.74,84.05,80.62,102.21,91.3,66.65,74.13,69.8,61.19,67.5,64.25,58.33,42.76,54.7,59.17,63.55,60.49,60.96,53.01,39.09,51.88,61.57,56.87,66.13,80.2,49.01,50.42,64.96,76.62,68.11,59.97,70.41,65.1,44.73,55.97,57.06,65.15,75.4,63.5,66.32,52.35,79.16,74.41,72.48,77.85,79.49,58.04,66.37,74.69,83.49,70.18,77.33,96.85,93.18,66.09,104.47,80.43,96.8,103.06,103.2,98.64,59.31,83.49,78.27,111.15,97.18,139.79,133.54,95.3,124.04,125.49,130.67,143.7,145.3,142.14,114.58,115.29,137.11,137.16,135.7,168.53,183.44,110.25,145.53,145.48,140.22,146.99,172.11,171.4,104.61,137.02,137.02,136.45,149.06,178.79,161.62,116.23,154,143.93,142.05,142.99,186.83,157.62,105.69,139.13,149.58,163.22,171.59,180.15,164.63,119.61,154.56,150.28,165.48,169.24,166.13,139.04,109.5,142.33,146.47,151.51,164.72,205.08,213.26,124.18,161.19,159.83,152.21,157.53,211.34,215.15,119.33,148.92,144.97,158.33,155.03,202.3,210.3,126.11,141.96,163.45,157.86,156.54,193.74,203.29,179.92,243.89,272.48,307.34,353.25,410.68,401.6,314.49,507.95,449.95,378.5,351.18,387.82,293.32,188.33,283.58,250.09,195.53,194.5,230.29,243.32,145.67,175.68,177.52,202.68,170.56,211.99,226.11,145.44,166.27,160.21,220.7,234.01,279.35,239.51,153.81,176.01,184.9,200.14,198.92,252.3,226.48,136.27,169.29,179.02,184.2,188.19,224.32,232.69,122.44,153.53,159.17,160.07,176.39,236.59,221.5,128.22,131.56,152.96,156.77,161.76,216.6,213.83,114.39,154.52,156.73,168.53,164.49,240.4,256.4,133.11,130.62,146.85,156.63,154.28,208.61,223.14,117.64,137.54,141.63,147.22,171.12,197.98,201.88,117.17,129.35
county,Starke County,driving,,Indiana,United States,100,98.92,107.14,110.6,111.03,107.57,72.96,96.11,88.97,100.5,101.08,119.03,114.49,80.82,90.7,95.03,90.56,110.09,117.59,116.94,78.01,94.81,107.79,97.12,98.05,118.39,127.83,90.41,105.12,99.71,96.25,82.55,117.74,135.9,94.74,96.97,121.92,106.27,112.26,124.22,168.28,94.59,111.75,112.4,77.36,106.92,139.29,151.12,99.93,106.78,113.91,123.65,117.59,139.22,150.04,106.71,103.24,115.14,103.46,105.77,132.8,116.51,88.97,88.25,93.66,83.27,90.48,92.93,88.32,57.82,82.12,77.72,80.17,72.31,78.59,69.57,54.29,79.16,77.65,77.36,73.04,90.84,72.31,67.48,85.15,84.28,84.21,87.53,91.85,99.28,57.61,90.34,82.55,85,98.92,85.08,102.38,83.71,106.2,101.66,105.55,102.67,113.63,101.37,94.59,109.23,104.61,113.05,127.18,132.52,151.41,116.01,140.81,143.55,135.62,144.84,163.23,178.08,100.58,,,137.78,143.19,183.42,180.32,122.93,156.16,152.85,174.04,163.16,223.5,208.65,208,194.66,153.5,155.88,164.67,203.82,209.88,169.29,161.86,171.45,153.5,174.91,205.7,216.15,185,174.48,135.76,144.27,176.42,227.4,226.17,215.28,183.99,191.49,174.91,186.45,245.78,277.72,204.54,176.28,169.65,180.03,208.29,229.34,250.61,212.69,184.35,174.26,195.96,233.17,286.45,235.54,287.96,212.18,191.35,187.74,204.47,233.89,258.98,236.77,198.77,202.6,178.37,203.89,266.11,258.04,218.96,179.96,181.69,181.47,212.11,251.98,270.87,240.81,193.01,179.02,193.94,204.25,224.66,240.66,205.62,169.57,171.95,172.67,174.84,222.35,249.82,223.22,159.48,162.87,170.01,172.75,226.17,235.54,217.74,169.07,156.31,180.82,164.53,245.71,261.21,197.76,151.77,160.78,159.63,167.99,208.07,249.89,194.09,162.94,161.86,157.75,192.93,248.59,255.44,210.45,228.41,150.04,166.62,179.88,199.57,216.87,169.65,147.08,173.04,164.24,163.59,209.66,225.09,167.48,165.1,157.39,151.69,170.87,208.72,238.43,152.92,146.21,144.63,136.05,144.48,173.32,202.6,126.96,142.83,139.87,135.54,140.3,198.34,213.19,158.26,131.22,145.93,143.84,145.21,172.17,196.32,116.65,134.39,120.55,134.25,152.56,178.08,187.67,112.55,110.09
county,Steuben County,driving,,Indiana,United States,100,106.5,102.83,117.04,144.35,104.43,100.54,111.62,106.38,103.7,111.68,134.06,142.91,114.39,96.27,104.64,107.47,110.54,129.96,139.39,96.99,104.55,101.9,107.41,100.54,123.97,140.71,108.19,108.97,107.86,107.11,105.12,150.8,151.13,135.62,127.4,110.06,113.31,130.2,151.25,172.45,127.91,115.21,112.2,94.31,115.9,155.65,160.73,118.01,103.55,109.09,114.36,120.81,155.5,172.45,129.9,112.89,119.78,119.18,118.73,141.07,142.31,111.26,102.59,103.43,96.78,98.95,107.71,95.33,70.37,77.57,83.68,66.61,69.92,83.2,58.45,49.62,68.35,71.21,67.57,76.54,90.36,62.81,59.71,74.95,79.13,82.02,78.62,78.95,77.33,45.68,70.85,81.42,82.11,89.7,73.17,91.18,70.85,87.2,91.06,96.18,105.18,111.62,87.93,83.23,94.13,100,97.68,107.8,126.14,140.35,109.15,110.66,107.86,115.51,135.95,138.84,133.57,88.56,,,134.12,130.47,166.82,176.9,133.24,131.83,146.49,165.4,203.7,259.53,297.17,291.63,238.51,182.23,171.67,185.97,236.43,267.75,211.47,174.62,184.94,183.56,202.56,272.36,306.02,255.34,203.16,192.17,177.6,215.15,275.31,318.04,254.89,211.47,210.93,216.92,239.51,305.21,338.48,247.58,214.88,212.95,216.2,249.29,309.18,330.86,291.51,233.24,234.75,274.25,324.93,396.36,377.21,382.54,255.31,234.99,226.83,249.62,299.88,362.33,296.66,218.85,228.82,238.3,247.94,314.15,338.96,287.02,216.35,209.24,226.41,259.47,319.87,352.12,300.48,226.32,219.81,231.38,254.65,347.58,367.99,275.1,217.43,219.99,231.07,262.66,342.16,399.58,316.86,225.84,226.17,229.3,248.75,330.08,349.05,287.56,218.52,213.97,214.36,233.27,312.59,336.5,272.6,192.8,178.53,197.35,219,259.14,304.67,230.26,195.6,179.92,191.3,221.23,335.89,354.65,318.04,278.26,180.13,183.83,200.33,264.62,305.18,222.34,173.17,170.07,177.93,191.45,242.52,272.36,201.23,168.53,165.19,172.09,184.55,257.48,295.48,212.17,151.01,153.06,148.54,160.73,205.33,241.07,154.53,142.91,149.8,151.37,177.51,222.55,239.05,179.46,151.13,146.91,152.91,162.03,209.91,213.52,162.33,138.42,140.89,149.68,150.38,194.46,198.77,144.63,128.12
county,Sullivan County,driving,,Indiana,United States,100,109.73,93.4,102.87,114.68,102.69,74.98,93.05,107.21,98.52,91.75,120.33,118.85,91.14,95.22,102.43,93.48,90.1,111.82,115.99,84.54,91.4,93.22,96.7,92.62,123.81,98.44,73.85,94.09,104.95,95.22,108.08,119.2,118.85,84.36,100,103.21,104.95,99.39,115.55,123.11,94.44,97.74,100.61,93.57,99.65,130.84,149.35,103.65,101.22,110.08,101.56,117.46,141.27,150.83,126.15,104.43,108.86,98.61,94.09,114.86,101.82,73.5,86.45,89.83,77.24,91.31,95.4,72.46,58.12,69.77,67.85,80.19,74.46,73.24,63.51,57.6,73.33,70.03,68.38,77.67,84.36,66.29,60.03,70.46,76.11,77.85,103.56,104.69,76.8,45.96,82.02,92.18,101.3,95.48,96.09,91.4,78.8,109.56,104.78,119.55,94.44,116.16,69.68,76.54,96.44,92.88,105.91,103.13,115.29,111.9,74.46,111.29,114.77,113.38,120.33,128.32,116.94,83.49,,,118.51,134.93,123.63,121.72,93.66,135.71,130.23,135.45,133.45,159.95,145.87,140.75,134.67,151.69,135.36,144.48,174.2,161.69,127.19,135.27,140.05,129.8,151.61,156.13,175.67,143.09,137.45,126.41,149.35,149.17,184.71,210.08,173.76,168.2,158.3,156.73,162.55,186.71,201.56,138.31,208.69,191.57,205.21,207.12,226.15,216.59,167.68,132.06,141.09,167.94,176.72,211.29,215.81,145.44,161.08,149.87,172.63,160.73,191.23,186.19,153.61,145.79,165.51,139.97,158.82,194.53,193.4,149.26,157.52,146.13,140.75,160.73,195.31,185.32,164.12,147.87,163.42,142.22,135.1,179.41,168.55,131.1,142.31,143.35,150.56,160.3,183.15,227.54,144.14,139.44,142.48,133.36,183.15,206.78,211.38,148.48,158.91,146.22,147.87,162.64,174.28,171.94,137.27,138.92,134.06,163.94,157.25,200.78,188.1,133.45,153.61,141.36,125.89,152.56,207.56,210.51,153.08,142.92,135.53,150.65,137.53,188.18,219.2,131.71,141.62,158.04,151,161.34,182.8,191.05,143.27,132.75,135.45,130.93,134.49,186.79,168.11,119.03,122.07,133.36,124.76,124.93,168.98,213.64,143.01,122.33,150.65,139.53,142.57,178.37,199.48,144.48,135.97,127.98,133.62,133.1,164.73,181.75,114.34,110.43,111.99,113.55,119.64,156.99,164.9,111.99,110.17
county,Tippecanoe County,driving,,Indiana,United States,100,100.86,94.62,96.28,118.21,105.98,84.67,95.15,91.87,89.71,94.64,122.41,108.91,83.21,84.22,85.3,84.34,93.6,115.69,111.23,86.37,86.14,89.75,91.11,84.05,115.25,111.54,93.16,91.98,98.66,87.3,92.6,132.49,119.46,96.56,100.05,91.28,91.21,104.17,128.13,132.77,99.01,91.64,92.07,88.17,105.87,131.9,136.52,105.2,94.94,99.68,96.02,107.48,135.93,138.06,103.17,99.52,99.18,98.48,100.99,121.63,80.65,62.08,67.98,64.79,62.46,59.87,70.65,61.93,43.59,56.15,56.82,48.78,47.25,53.56,46.68,39.61,49.75,48.27,50.2,51.87,60.45,46.36,41.29,52.76,56.11,55.58,54.61,61.35,53.88,34.8,52.43,54.75,58.28,64.29,61.64,63.89,50.8,65.38,65.58,66.39,64.62,75.63,62.97,55.14,69.11,70.64,65.67,72.2,80.69,74.2,59.44,73.15,70.88,78.22,82.15,94.47,90.48,63.96,,,90.53,88.83,98.92,99.3,71.93,92.47,93.1,95.99,98.32,119.24,103.2,83.12,84.41,101.39,100.39,105,117.93,110.06,89.21,101.26,105.89,100.43,106.99,124.49,114.02,95.48,106.52,107.06,109.72,115.84,131.95,121.31,99.35,110.06,109.59,117.86,119.07,135.23,127.37,89.44,110.89,113.45,118.81,120.12,143.86,124.36,106.92,113.14,118.42,125.46,134.5,127.71,97.4,100.13,118.23,116.91,120.49,127.66,147.94,140.5,113.34,117.49,118.74,120.02,122.08,144,135.13,104.24,116.67,114.12,120.7,130.63,145.41,133.54,111.05,118.71,127.47,145.08,141.06,155.13,143.15,132.26,122.14,123.9,119.26,124.01,147.65,139.52,113.93,118.52,125.53,127.03,136.89,175.35,191.06,176.6,194.39,194.17,183.69,189.87,220.42,213.18,178.56,183.7,175.06,162.5,157.24,182.91,168.29,134.28,141.05,147.05,142.91,154.96,183.19,172.97,136.57,126.75,138.99,139.65,143.59,174.69,169.8,128.5,132.35,132.96,138.85,141.92,170.11,169.14,125.72,120.27,125.94,124.31,131.07,165.66,172.05,126.36,112.72,118.37,114.57,129.01,157.66,161.44,110.61,117.75,115.29,120.65,131.27,161.9,167.18,126.19,115.47,116.61,122.01,131.66,159.64,155.01,110.8,110.8,114.81,116.88,130.5,153.45,156.25,109.12,107.52
