,date,county,state,country,combined_key,lat,long,fips,cases,deaths
1826,2/10/20,Johnson,Indiana,US,"Johnson, Indiana, US",39.48994426,-86.10149107,18081,0,0
1827,2/10/20,Knox,Indiana,US,"Knox, Indiana, US",38.68861576,-87.4194665,18083,0,0
1828,2/10/20,Kosciusko,Indiana,US,"Kosciusko, Indiana, US",41.24521668,-85.86312322,18085,0,0
1829,2/10/20,LaGrange,Indiana,US,"LaGrange, Indiana, US",41.64232188,-85.42674232,18087,0,0
1830,2/10/20,LaPorte,Indiana,US,"LaPorte, Indiana, US",41.54366008,-86.74072188,18091,0,0
1831,2/10/20,Lake,Indiana,US,"Lake, Indiana, US",41.41874274,-87.38277575,18089,0,0
1832,2/10/20,Lawrence,Indiana,US,"Lawrence, Indiana, US",38.84112637,-86.48361629,18093,0,0
1833,2/10/20,Madison,Indiana,US,"Madison, Indiana, US",40.16143691,-85.71964711,18095,0,0
1834,2/10/20,Marion,Indiana,US,"Marion, Indiana, US",39.78163624,-86.13826325,18097,0,0
1835,2/10/20,Marshall,Indiana,US,"Marshall, Indiana, US",41.32467367,-86.26185087,18099,0,0
1836,2/10/20,Martin,Indiana,US,"Martin, Indiana, US",38.7099921,-86.80373186,18101,0,0
1837,2/10/20,Miami,Indiana,US,"Miami, Indiana, US",40.76940965,-86.04525048,18103,0,0
1838,2/10/20,Monroe,Indiana,US,"Monroe, Indiana, US",39.16130004,-86.52414358,18105,0,0
1839,2/10/20,Montgomery,Indiana,US,"Montgomery, Indiana, US",40.04034823,-86.89335024,18107,0,0
1840,2/10/20,Morgan,Indiana,US,"Morgan, Indiana, US",39.47899078,-86.44573375,18109,0,0
1841,2/10/20,Newton,Indiana,US,"Newton, Indiana, US",40.95610449,-87.39635768,18111,0,0
1842,2/10/20,Noble,Indiana,US,"Noble, Indiana, US",41.39672484,-85.41966713,18113,0,0
1843,2/10/20,Ohio,Indiana,US,"Ohio, Indiana, US",38.955304999999996,-84.96515993,18115,0,0
1844,2/10/20,Orange,Indiana,US,"Orange, Indiana, US",38.541189200000005,-86.49523093,18117,0,0
1845,2/10/20,Owen,Indiana,US,"Owen, Indiana, US",39.31145587,-86.83900724,18119,0,0
1846,2/10/20,Parke,Indiana,US,"Parke, Indiana, US",39.77202286,-87.20375833,18121,0,0
1847,2/10/20,Perry,Indiana,US,"Perry, Indiana, US",38.07809328,-86.63741946,18123,0,0
1848,2/10/20,Pike,Indiana,US,"Pike, Indiana, US",38.40112197,-87.23574907,18125,0,0
1849,2/10/20,Porter,Indiana,US,"Porter, Indiana, US",41.45986947,-87.06848888,18127,0,0
1850,2/10/20,Posey,Indiana,US,"Posey, Indiana, US",38.02097333,-87.86480429,18129,0,0
1851,2/10/20,Pulaski,Indiana,US,"Pulaski, Indiana, US",41.04166107,-86.69890683,18131,0,0
1852,2/10/20,Putnam,Indiana,US,"Putnam, Indiana, US",39.66437981,-86.84517605,18133,0,0
1853,2/10/20,Randolph,Indiana,US,"Randolph, Indiana, US",40.15734772,-85.01139319,18135,0,0
1854,2/10/20,Ripley,Indiana,US,"Ripley, Indiana, US",39.10235626,-85.26212744,18137,0,0
1855,2/10/20,Rush,Indiana,US,"Rush, Indiana, US",39.62002287,-85.4655599,18139,0,0
1856,2/10/20,Scott,Indiana,US,"Scott, Indiana, US",38.68672078,-85.74627859,18143,0,0
1857,2/10/20,Shelby,Indiana,US,"Shelby, Indiana, US",39.52305623,-85.79158570000001,18145,0,0
1858,2/10/20,Spencer,Indiana,US,"Spencer, Indiana, US",38.01519732,-87.0079644,18147,0,0
1859,2/10/20,St. Joseph,Indiana,US,"St. Joseph, Indiana, US",41.61756781,-86.29040834,18141,0,0
1860,2/10/20,Starke,Indiana,US,"Starke, Indiana, US",41.27890281,-86.64686895,18149,0,0
1861,2/10/20,Steuben,Indiana,US,"Steuben, Indiana, US",41.64423868,-85.00101094,18151,0,0
1862,2/10/20,Sullivan,Indiana,US,"Sullivan, Indiana, US",39.08952258,-87.41414469,18153,0,0
1863,2/10/20,Switzerland,Indiana,US,"Switzerland, Indiana, US",38.82767338,-85.03022429,18155,0,0
1864,2/10/20,Tippecanoe,Indiana,US,"Tippecanoe, Indiana, US",40.38872739,-86.89413959,18157,0,0
1865,2/10/20,Tipton,Indiana,US,"Tipton, Indiana, US",40.31123252,-86.05234925,18159,0,0
1866,2/10/20,Union,Indiana,US,"Union, Indiana, US",39.62550777,-84.92497066,18161,0,0
1867,2/10/20,Vanderburgh,Indiana,US,"Vanderburgh, Indiana, US",38.02658833,-87.58763124,18163,0,0
1868,2/10/20,Vermillion,Indiana,US,"Vermillion, Indiana, US",39.8523352,-87.46160542,18165,0,0
1869,2/10/20,Vigo,Indiana,US,"Vigo, Indiana, US",39.42944561,-87.39169027,18167,0,0
1870,2/10/20,Wabash,Indiana,US,"Wabash, Indiana, US",40.84704239,-85.79328272,18169,0,0
1871,2/10/20,Warren,Indiana,US,"Warren, Indiana, US",40.34728141,-87.35602659,18171,0,0
1872,2/10/20,Warrick,Indiana,US,"Warrick, Indiana, US",38.08922676,-87.2716085,18173,0,0
1873,2/10/20,Washington,Indiana,US,"Washington, Indiana, US",38.60219804,-86.1049363,18175,0,0
1874,2/10/20,Wayne,Indiana,US,"Wayne, Indiana, US",39.863344399999995,-85.01044989,18177,0,0
1875,2/10/20,Wells,Indiana,US,"Wells, Indiana, US",40.72934187,-85.22132966,18179,0,0
1876,2/10/20,White,Indiana,US,"White, Indiana, US",40.74911165,-86.86492015,18181,0,0
1877,2/10/20,Whitley,Indiana,US,"Whitley, Indiana, US",41.13863784,-85.50791236,18183,0,0
1878,2/10/20,Out of IN,Indiana,US,"Out of IN, Indiana, US",0.0,0.0,80018,0,0
1879,2/10/20,Unassigned,Indiana,US,"Unassigned, Indiana, US",0.0,0.0,90018,0,0
1880,2/11/20,Adams,Indiana,US,"Adams, Indiana, US",40.7457653,-84.93671406,18001,0,0
1881,2/11/20,Allen,Indiana,US,"Allen, Indiana, US",41.09194313,-85.06800636,18003,0,0
1882,2/11/20,Bartholomew,Indiana,US,"Bartholomew, Indiana, US",39.20744865,-85.89558181,18005,0,0
1883,2/11/20,Benton,Indiana,US,"Benton, Indiana, US",40.60626947,-87.31093999,18007,0,0
1884,2/11/20,Blackford,Indiana,US,"Blackford, Indiana, US",40.47388153,-85.32499702,18009,0,0
1885,2/11/20,Boone,Indiana,US,"Boone, Indiana, US",40.0509304,-86.46841646,18011,0,0
1886,2/11/20,Brown,Indiana,US,"Brown, Indiana, US",39.19605589,-86.22868909,18013,0,0
1887,2/11/20,Carroll,Indiana,US,"Carroll,Indiana,US",40.580783200000006,-86.56198812,18015,0,0
1888,2/11/20,Cass,Indiana,US,"Cass, Indiana, US",40.76135835,-86.34830753,18017,0,0
1889,2/11/20,Clark,Indiana,US,"Clark, Indiana, US",38.48015445,-85.70510334,18019,0,0
1890,2/11/20,Clay,Indiana,US,"Clay, Indiana, US",39.39561833,-87.11723506,18021,0,0
1891,2/11/20,Clinton,Indiana,US,"Clinton, Indiana, US",40.30319754,-86.47277257,18023,0,0
1892,2/11/20,Crawford,Indiana,US,"Crawford, Indiana, US",38.28814402,-86.44518825,18025,0,0
1893,2/11/20,Daviess,Indiana,US,"Daviess, Indiana, US",38.70186039,-87.07185406,18027,0,0
1894,2/11/20,DeKalb,Indiana,US,"DeKalb, Indiana, US",41.39804622,-84.99906934,18033,0,0
1895,2/11/20,Dearborn,Indiana,US,"Dearborn, Indiana, US",39.14647946,-84.97333539,18029,0,0
1896,2/11/20,Decatur,Indiana,US,"Decatur, Indiana, US",39.30712658,-85.50087166,18031,0,0
1897,2/11/20,Delaware,Indiana,US,"Delaware, Indiana, US",40.22787247,-85.39732772,18035,0,0
1898,2/11/20,Dubois,Indiana,US,"Dubois, Indiana, US",38.36597551,-86.87924170000001,18037,0,0
1899,2/11/20,Elkhart,Indiana,US,"Elkhart, Indiana, US",41.59761169,-85.85875695,18039,0,0
1900,2/11/20,Fayette,Indiana,US,"Fayette, Indiana, US",39.63684962,-85.17797541,18041,0,0
1901,2/11/20,Floyd,Indiana,US,"Floyd, Indiana, US",38.32117957,-85.90385377,18043,0,0
1902,2/11/20,Fountain,Indiana,US,"Fountain, Indiana, US",40.12361933,-87.24217689,18045,0,0
1903,2/11/20,Franklin,Indiana,US,"Franklin, Indiana, US",39.4142482,-85.06062647,18047,0,0
1904,2/11/20,Fulton,Indiana,US,"Fulton, Indiana, US",41.0469907,-86.26252745,18049,0,0
1905,2/11/20,Gibson,Indiana,US,"Gibson, Indiana, US",38.30393723,-87.58054938,18051,0,0
1906,2/11/20,Grant,Indiana,US,"Grant, Indiana, US",40.51587228,-85.65468702,18053,0,0
1907,2/11/20,Greene,Indiana,US,"Greene, Indiana, US",39.03630547,-86.96223202,18055,0,0
1908,2/11/20,Hamilton,Indiana,US,"Hamilton, Indiana, US",40.07306535,-86.05244729,18057,0,0
1909,2/11/20,Hancock,Indiana,US,"Hancock, Indiana, US",39.82304555,-85.77566351,18059,0,0
1910,2/11/20,Harrison,Indiana,US,"Harrison, Indiana, US",38.19467379,-86.10948271,18061,0,0
1911,2/11/20,Hendricks,Indiana,US,"Hendricks, Indiana, US",39.76719009,-86.51037283,18063,0,0
1912,2/11/20,Henry,Indiana,US,"Henry, Indiana, US",39.93029017,-85.39625719,18065,0,0
1913,2/11/20,Howard,Indiana,US,"Howard, Indiana, US",40.48527731,-86.11351892,18067,0,0
1914,2/11/20,Huntington,Indiana,US,"Huntington, Indiana, US",40.82907273,-85.48822092,18069,0,0
1915,2/11/20,Jackson,Indiana,US,"Jackson, Indiana, US",38.90915820000001,-86.03851889,18071,0,0
1916,2/11/20,Jasper,Indiana,US,"Jasper, Indiana, US",41.02078733,-87.11553319,18073,0,0
1917,2/11/20,Jay,Indiana,US,"Jay, Indiana, US",40.43781032,-85.00576229,18075,0,0
1918,2/11/20,Jefferson,Indiana,US,"Jefferson, Indiana, US",38.78576239,-85.43633383,18077,0,0
1919,2/11/20,Jennings,Indiana,US,"Jennings, Indiana, US",38.99588883,-85.62710784,18079,0,0
1920,2/11/20,Johnson,Indiana,US,"Johnson, Indiana, US",39.48994426,-86.10149107,18081,0,0
1921,2/11/20,Knox,Indiana,US,"Knox, Indiana, US",38.68861576,-87.4194665,18083,0,0
1922,2/11/20,Kosciusko,Indiana,US,"Kosciusko, Indiana, US",41.24521668,-85.86312322,18085,0,0
1923,2/11/20,LaGrange,Indiana,US,"LaGrange, Indiana, US",41.64232188,-85.42674232,18087,0,0
1924,2/11/20,LaPorte,Indiana,US,"LaPorte, Indiana, US",41.54366008,-86.74072188,18091,0,0
1925,2/11/20,Lake,Indiana,US,"Lake, Indiana, US",41.41874274,-87.38277575,18089,0,0
1926,2/11/20,Lawrence,Indiana,US,"Lawrence, Indiana, US",38.84112637,-86.48361629,18093,0,0
1927,2/11/20,Madison,Indiana,US,"Madison, Indiana, US",40.16143691,-85.71964711,18095,0,0
1928,2/11/20,Marion,Indiana,US,"Marion, Indiana, US",39.78163624,-86.13826325,18097,0,0
1929,2/11/20,Marshall,Indiana,US,"Marshall, Indiana, US",41.32467367,-86.26185087,18099,0,0
1930,2/11/20,Martin,Indiana,US,"Martin, Indiana, US",38.7099921,-86.80373186,18101,0,0
1931,2/11/20,Miami,Indiana,US,"Miami, Indiana, US",40.76940965,-86.04525048,18103,0,0
1932,2/11/20,Monroe,Indiana,US,"Monroe, Indiana, US",39.16130004,-86.52414358,18105,0,0
1933,2/11/20,Montgomery,Indiana,US,"Montgomery, Indiana, US",40.04034823,-86.89335024,18107,0,0
1934,2/11/20,Morgan,Indiana,US,"Morgan, Indiana, US",39.47899078,-86.44573375,18109,0,0
1935,2/11/20,Newton,Indiana,US,"Newton, Indiana, US",40.95610449,-87.39635768,18111,0,0
1936,2/11/20,Noble,Indiana,US,"Noble, Indiana, US",41.39672484,-85.41966713,18113,0,0
1937,2/11/20,Ohio,Indiana,US,"Ohio, Indiana, US",38.955304999999996,-84.96515993,18115,0,0
1938,2/11/20,Orange,Indiana,US,"Orange, Indiana, US",38.541189200000005,-86.49523093,18117,0,0
1939,2/11/20,Owen,Indiana,US,"Owen, Indiana, US",39.31145587,-86.83900724,18119,0,0
1940,2/11/20,Parke,Indiana,US,"Parke, Indiana, US",39.77202286,-87.20375833,18121,0,0
1941,2/11/20,Perry,Indiana,US,"Perry, Indiana, US",38.07809328,-86.63741946,18123,0,0
1942,2/11/20,Pike,Indiana,US,"Pike, Indiana, US",38.40112197,-87.23574907,18125,0,0
1943,2/11/20,Porter,Indiana,US,"Porter, Indiana, US",41.45986947,-87.06848888,18127,0,0
1944,2/11/20,Posey,Indiana,US,"Posey, Indiana, US",38.02097333,-87.86480429,18129,0,0
1945,2/11/20,Pulaski,Indiana,US,"Pulaski, Indiana, US",41.04166107,-86.69890683,18131,0,0
1946,2/11/20,Putnam,Indiana,US,"Putnam, Indiana, US",39.66437981,-86.84517605,18133,0,0
1947,2/11/20,Randolph,Indiana,US,"Randolph, Indiana, US",40.15734772,-85.01139319,18135,0,0
1948,2/11/20,Ripley,Indiana,US,"Ripley, Indiana, US",39.10235626,-85.26212744,18137,0,0
1949,2/11/20,Rush,Indiana,US,"Rush, Indiana, US",39.62002287,-85.4655599,18139,0,0
1950,2/11/20,Scott,Indiana,US,"Scott, Indiana, US",38.68672078,-85.74627859,18143,0,0
1951,2/11/20,Shelby,Indiana,US,"Shelby, Indiana, US",39.52305623,-85.79158570000001,18145,0,0
1952,2/11/20,Spencer,Indiana,US,"Spencer, Indiana, US",38.01519732,-87.0079644,18147,0,0
1953,2/11/20,St. Joseph,Indiana,US,"St. Joseph, Indiana, US",41.61756781,-86.29040834,18141,0,0
1954,2/11/20,Starke,Indiana,US,"Starke, Indiana, US",41.27890281,-86.64686895,18149,0,0
1955,2/11/20,Steuben,Indiana,US,"Steuben, Indiana, US",41.64423868,-85.00101094,18151,0,0
1956,2/11/20,Sullivan,Indiana,US,"Sullivan, Indiana, US",39.08952258,-87.41414469,18153,0,0
1957,2/11/20,Switzerland,Indiana,US,"Switzerland, Indiana, US",38.82767338,-85.03022429,18155,0,0
1958,2/11/20,Tippecanoe,Indiana,US,"Tippecanoe, Indiana, US",40.38872739,-86.89413959,18157,0,0
1959,2/11/20,Tipton,Indiana,US,"Tipton, Indiana, US",40.31123252,-86.05234925,18159,0,0
1960,2/11/20,Union,Indiana,US,"Union, Indiana, US",39.62550777,-84.92497066,18161,0,0
1961,2/11/20,Vanderburgh,Indiana,US,"Vanderburgh, Indiana, US",38.02658833,-87.58763124,18163,0,0
1962,2/11/20,Vermillion,Indiana,US,"Vermillion, Indiana, US",39.8523352,-87.46160542,18165,0,0
1963,2/11/20,Vigo,Indiana,US,"Vigo, Indiana, US",39.42944561,-87.39169027,18167,0,0
1964,2/11/20,Wabash,Indiana,US,"Wabash, Indiana, US",40.84704239,-85.79328272,18169,0,0
1965,2/11/20,Warren,Indiana,US,"Warren, Indiana, US",40.34728141,-87.35602659,18171,0,0
1966,2/11/20,Warrick,Indiana,US,"Warrick, Indiana, US",38.08922676,-87.2716085,18173,0,0
1967,2/11/20,Washington,Indiana,US,"Washington, Indiana, US",38.60219804,-86.1049363,18175,0,0
1968,2/11/20,Wayne,Indiana,US,"Wayne, Indiana, US",39.863344399999995,-85.01044989,18177,0,0
1969,2/11/20,Wells,Indiana,US,"Wells, Indiana, US",40.72934187,-85.22132966,18179,0,0
1970,2/11/20,White,Indiana,US,"White, Indiana, US",40.74911165,-86.86492015,18181,0,0
1971,2/11/20,Whitley,Indiana,US,"Whitley, Indiana, US",41.13863784,-85.50791236,18183,0,0
1972,2/11/20,Out of IN,Indiana,US,"Out of IN, Indiana, US",0.0,0.0,80018,0,0
1973,2/11/20,Unassigned,Indiana,US,"Unassigned, Indiana, US",0.0,0.0,90018,0,0
1974,2/12/20,Adams,Indiana,US,"Adams, Indiana, US",40.7457653,-84.93671406,18001,0,0
1975,2/12/20,Allen,Indiana,US,"Allen, Indiana, US",41.09194313,-85.06800636,18003,0,0
1976,2/12/20,Bartholomew,Indiana,US,"Bartholomew, Indiana, US",39.20744865,-85.89558181,18005,0,0
1977,2/12/20,Benton,Indiana,US,"Benton, Indiana, US",40.60626947,-87.31093999,18007,0,0
1978,2/12/20,Blackford,Indiana,US,"Blackford, Indiana, US",40.47388153,-85.32499702,18009,0,0
1979,2/12/20,Boone,Indiana,US,"Boone, Indiana, US",40.0509304,-86.46841646,18011,0,0
1980,2/12/20,Brown,Indiana,US,"Brown, Indiana, US",39.19605589,-86.22868909,18013,0,0
1981,2/12/20,Carroll,Indiana,US,"Carroll,Indiana,US",40.580783200000006,-86.56198812,18015,0,0
1982,2/12/20,Cass,Indiana,US,"Cass, Indiana, US",40.76135835,-86.34830753,18017,0,0
1983,2/12/20,Clark,Indiana,US,"Clark, Indiana, US",38.48015445,-85.70510334,18019,0,0
1984,2/12/20,Clay,Indiana,US,"Clay, Indiana, US",39.39561833,-87.11723506,18021,0,0
1985,2/12/20,Clinton,Indiana,US,"Clinton, Indiana, US",40.30319754,-86.47277257,18023,0,0
1986,2/12/20,Crawford,Indiana,US,"Crawford, Indiana, US",38.28814402,-86.44518825,18025,0,0
1987,2/12/20,Daviess,Indiana,US,"Daviess, Indiana, US",38.70186039,-87.07185406,18027,0,0
1988,2/12/20,DeKalb,Indiana,US,"DeKalb, Indiana, US",41.39804622,-84.99906934,18033,0,0
1989,2/12/20,Dearborn,Indiana,US,"Dearborn, Indiana, US",39.14647946,-84.97333539,18029,0,0
1990,2/12/20,Decatur,Indiana,US,"Decatur, Indiana, US",39.30712658,-85.50087166,18031,0,0
1991,2/12/20,Delaware,Indiana,US,"Delaware, Indiana, US",40.22787247,-85.39732772,18035,0,0
1992,2/12/20,Dubois,Indiana,US,"Dubois, Indiana, US",38.36597551,-86.87924170000001,18037,0,0
1993,2/12/20,Elkhart,Indiana,US,"Elkhart, Indiana, US",41.59761169,-85.85875695,18039,0,0
1994,2/12/20,Fayette,Indiana,US,"Fayette, Indiana, US",39.63684962,-85.17797541,18041,0,0
1995,2/12/20,Floyd,Indiana,US,"Floyd, Indiana, US",38.32117957,-85.90385377,18043,0,0
1996,2/12/20,Fountain,Indiana,US,"Fountain, Indiana, US",40.12361933,-87.24217689,18045,0,0
1997,2/12/20,Franklin,Indiana,US,"Franklin, Indiana, US",39.4142482,-85.06062647,18047,0,0
1998,2/12/20,Fulton,Indiana,US,"Fulton, Indiana, US",41.0469907,-86.26252745,18049,0,0
1999,2/12/20,Gibson,Indiana,US,"Gibson, Indiana, US",38.30393723,-87.58054938,18051,0,0
2000,2/12/20,Grant,Indiana,US,"Grant, Indiana, US",40.51587228,-85.65468702,18053,0,0
2001,2/12/20,Greene,Indiana,US,"Greene, Indiana, US",39.03630547,-86.96223202,18055,0,0
2002,2/12/20,Hamilton,Indiana,US,"Hamilton, Indiana, US",40.07306535,-86.05244729,18057,0,0
2003,2/12/20,Hancock,Indiana,US,"Hancock, Indiana, US",39.82304555,-85.77566351,18059,0,0
2004,2/12/20,Harrison,Indiana,US,"Harrison, Indiana, US",38.19467379,-86.10948271,18061,0,0
2005,2/12/20,Hendricks,Indiana,US,"Hendricks, Indiana, US",39.76719009,-86.51037283,18063,0,0
2006,2/12/20,Henry,Indiana,US,"Henry, Indiana, US",39.93029017,-85.39625719,18065,0,0
2007,2/12/20,Howard,Indiana,US,"Howard, Indiana, US",40.48527731,-86.11351892,18067,0,0
2008,2/12/20,Huntington,Indiana,US,"Huntington, Indiana, US",40.82907273,-85.48822092,18069,0,0
2009,2/12/20,Jackson,Indiana,US,"Jackson, Indiana, US",38.90915820000001,-86.03851889,18071,0,0
2010,2/12/20,Jasper,Indiana,US,"Jasper, Indiana, US",41.02078733,-87.11553319,18073,0,0
2011,2/12/20,Jay,Indiana,US,"Jay, Indiana, US",40.43781032,-85.00576229,18075,0,0
2012,2/12/20,Jefferson,Indiana,US,"Jefferson, Indiana, US",38.78576239,-85.43633383,18077,0,0
2013,2/12/20,Jennings,Indiana,US,"Jennings, Indiana, US",38.99588883,-85.62710784,18079,0,0
2014,2/12/20,Johnson,Indiana,US,"Johnson, Indiana, US",39.48994426,-86.10149107,18081,0,0
2015,2/12/20,Knox,Indiana,US,"Knox, Indiana, US",38.68861576,-87.4194665,18083,0,0
2016,2/12/20,Kosciusko,Indiana,US,"Kosciusko, Indiana, US",41.24521668,-85.86312322,18085,0,0
2017,2/12/20,LaGrange,Indiana,US,"LaGrange, Indiana, US",41.64232188,-85.42674232,18087,0,0
2018,2/12/20,LaPorte,Indiana,US,"LaPorte, Indiana, US",41.54366008,-86.74072188,18091,0,0
2019,2/12/20,Lake,Indiana,US,"Lake, Indiana, US",41.41874274,-87.38277575,18089,0,0
2020,2/12/20,Lawrence,Indiana,US,"Lawrence, Indiana, US",38.84112637,-86.48361629,18093,0,0
2021,2/12/20,Madison,Indiana,US,"Madison, Indiana, US",40.16143691,-85.71964711,18095,0,0
2022,2/12/20,Marion,Indiana,US,"Marion, Indiana, US",39.78163624,-86.13826325,18097,0,0
2023,2/12/20,Marshall,Indiana,US,"Marshall, Indiana, US",41.32467367,-86.26185087,18099,0,0
2024,2/12/20,Martin,Indiana,US,"Martin, Indiana, US",38.7099921,-86.80373186,18101,0,0
2025,2/12/20,Miami,Indiana,US,"Miami, Indiana, US",40.76940965,-86.04525048,18103,0,0
2026,2/12/20,Monroe,Indiana,US,"Monroe, Indiana, US",39.16130004,-86.52414358,18105,0,0
2027,2/12/20,Montgomery,Indiana,US,"Montgomery, Indiana, US",40.04034823,-86.89335024,18107,0,0
2028,2/12/20,Morgan,Indiana,US,"Morgan, Indiana, US",39.47899078,-86.44573375,18109,0,0
2029,2/12/20,Newton,Indiana,US,"Newton, Indiana, US",40.95610449,-87.39635768,18111,0,0
2030,2/12/20,Noble,Indiana,US,"Noble, Indiana, US",41.39672484,-85.41966713,18113,0,0
2031,2/12/20,Ohio,Indiana,US,"Ohio, Indiana, US",38.955304999999996,-84.96515993,18115,0,0
2032,2/12/20,Orange,Indiana,US,"Orange, Indiana, US",38.541189200000005,-86.49523093,18117,0,0
2033,2/12/20,Owen,Indiana,US,"Owen, Indiana, US",39.31145587,-86.83900724,18119,0,0
2034,2/12/20,Parke,Indiana,US,"Parke, Indiana, US",39.77202286,-87.20375833,18121,0,0
2035,2/12/20,Perry,Indiana,US,"Perry, Indiana, US",38.07809328,-86.63741946,18123,0,0
2036,2/12/20,Pike,Indiana,US,"Pike, Indiana, US",38.40112197,-87.23574907,18125,0,0
2037,2/12/20,Porter,Indiana,US,"Porter, Indiana, US",41.45986947,-87.06848888,18127,0,0
2038,2/12/20,Posey,Indiana,US,"Posey, Indiana, US",38.02097333,-87.86480429,18129,0,0
2039,2/12/20,Pulaski,Indiana,US,"Pulaski, Indiana, US",41.04166107,-86.69890683,18131,0,0
2040,2/12/20,Putnam,Indiana,US,"Putnam, Indiana, US",39.66437981,-86.84517605,18133,0,0
2041,2/12/20,Randolph,Indiana,US,"Randolph, Indiana, US",40.15734772,-85.01139319,18135,0,0
2042,2/12/20,Ripley,Indiana,US,"Ripley, Indiana, US",39.10235626,-85.26212744,18137,0,0
2043,2/12/20,Rush,Indiana,US,"Rush, Indiana, US",39.62002287,-85.4655599,18139,0,0
2044,2/12/20,Scott,Indiana,US,"Scott, Indiana, US",38.68672078,-85.74627859,18143,0,0
2045,2/12/20,Shelby,Indiana,US,"Shelby, Indiana, US",39.52305623,-85.79158570000001,18145,0,0
2046,2/12/20,Spencer,Indiana,US,"Spencer, Indiana, US",38.01519732,-87.0079644,18147,0,0
2047,2/12/20,St. Joseph,Indiana,US,"St. Joseph, Indiana, US",41.61756781,-86.29040834,18141,0,0
2048,2/12/20,Starke,Indiana,US,"Starke, Indiana, US",41.27890281,-86.64686895,18149,0,0
2049,2/12/20,Steuben,Indiana,US,"Steuben, Indiana, US",41.64423868,-85.00101094,18151,0,0
2050,2/12/20,Sullivan,Indiana,US,"Sullivan, Indiana, US",39.08952258,-87.41414469,18153,0,0
2051,2/12/20,Switzerland,Indiana,US,"Switzerland, Indiana, US",38.82767338,-85.03022429,18155,0,0
2052,2/12/20,Tippecanoe,Indiana,US,"Tippecanoe, Indiana, US",40.38872739,-86.89413959,18157,0,0
2053,2/12/20,Tipton,Indiana,US,"Tipton, Indiana, US",40.31123252,-86.05234925,18159,0,0
2054,2/12/20,Union,Indiana,US,"Union, Indiana, US",39.62550777,-84.92497066,18161,0,0
2055,2/12/20,Vanderburgh,Indiana,US,"Vanderburgh, Indiana, US",38.02658833,-87.58763124,18163,0,0
2056,2/12/20,Vermillion,Indiana,US,"Vermillion, Indiana, US",39.8523352,-87.46160542,18165,0,0
2057,2/12/20,Vigo,Indiana,US,"Vigo, Indiana, US",39.42944561,-87.39169027,18167,0,0
2058,2/12/20,Wabash,Indiana,US,"Wabash, Indiana, US",40.84704239,-85.79328272,18169,0,0
2059,2/12/20,Warren,Indiana,US,"Warren, Indiana, US",40.34728141,-87.35602659,18171,0,0
2060,2/12/20,Warrick,Indiana,US,"Warrick, Indiana, US",38.08922676,-87.2716085,18173,0,0
2061,2/12/20,Washington,Indiana,US,"Washington, Indiana, US",38.60219804,-86.1049363,18175,0,0
2062,2/12/20,Wayne,Indiana,US,"Wayne, Indiana, US",39.863344399999995,-85.01044989,18177,0,0
2063,2/12/20,Wells,Indiana,US,"Wells, Indiana, US",40.72934187,-85.22132966,18179,0,0
2064,2/12/20,White,Indiana,US,"White, Indiana, US",40.74911165,-86.86492015,18181,0,0
2065,2/12/20,Whitley,Indiana,US,"Whitley, Indiana, US",41.13863784,-85.50791236,18183,0,0
2066,2/12/20,Out of IN,Indiana,US,"Out of IN, Indiana, US",0.0,0.0,80018,0,0
2067,2/12/20,Unassigned,Indiana,US,"Unassigned, Indiana, US",0.0,0.0,90018,0,0
2068,2/13/20,Adams,Indiana,US,"Adams, Indiana, US",40.7457653,-84.93671406,18001,0,0
2069,2/13/20,Allen,Indiana,US,"Allen, Indiana, US",41.09194313,-85.06800636,18003,0,0
2070,2/13/20,Bartholomew,Indiana,US,"Bartholomew, Indiana, US",39.20744865,-85.89558181,18005,0,0
2071,2/13/20,Benton,Indiana,US,"Benton, Indiana, US",40.60626947,-87.31093999,18007,0,0
2072,2/13/20,Blackford,Indiana,US,"Blackford, Indiana, US",40.47388153,-85.32499702,18009,0,0
2073,2/13/20,Boone,Indiana,US,"Boone, Indiana, US",40.0509304,-86.46841646,18011,0,0
2074,2/13/20,Brown,Indiana,US,"Brown, Indiana, US",39.19605589,-86.22868909,18013,0,0
2075,2/13/20,Carroll,Indiana,US,"Carroll,Indiana,US",40.580783200000006,-86.56198812,18015,0,0
2076,2/13/20,Cass,Indiana,US,"Cass, Indiana, US",40.76135835,-86.34830753,18017,0,0
2077,2/13/20,Clark,Indiana,US,"Clark, Indiana, US",38.48015445,-85.70510334,18019,0,0
2078,2/13/20,Clay,Indiana,US,"Clay, Indiana, US",39.39561833,-87.11723506,18021,0,0
2079,2/13/20,Clinton,Indiana,US,"Clinton, Indiana, US",40.30319754,-86.47277257,18023,0,0
2080,2/13/20,Crawford,Indiana,US,"Crawford, Indiana, US",38.28814402,-86.44518825,18025,0,0
2081,2/13/20,Daviess,Indiana,US,"Daviess, Indiana, US",38.70186039,-87.07185406,18027,0,0
2082,2/13/20,DeKalb,Indiana,US,"DeKalb, Indiana, US",41.39804622,-84.99906934,18033,0,0
2083,2/13/20,Dearborn,Indiana,US,"Dearborn, Indiana, US",39.14647946,-84.97333539,18029,0,0
2084,2/13/20,Decatur,Indiana,US,"Decatur, Indiana, US",39.30712658,-85.50087166,18031,0,0
