avg_cases_by_week
24
24
24
24
24
24
24
396
396
396
396
396
396
396
951
951
951
951
951
951
951
1180
1180
1180
1180
1180
1180
1180
905
905
905
905
905
905
905
1005
1005
1005
1005
1005
1005
1005
1203
1203
1203
1203
1203
1203
1203
1312
1312
1312
1312
1312
1312
1312
894
894
894
894
894
894
894
931
931
931
931
931
931
931
676
676
676
676
676
676
676
509
509
509
509
509
509
509
401
401
401
401
401
401
401
339
339
339
339
339
339
339
304
304
304
304
304
304
304
392
392
392
392
392
392
392
412
412
412
412
412
412
412
557
557
557
557
557
557
557
917
917
917
917
917
917
917
1019
1019
1019
1019
1019
1019
1019
1071
1071
1071
1071
1071
1071
1071
936
936
936
936
936
936
936
